image_name|comment_number|comment|Translated Comment
353180303.jpg|0|A showgirl , holding lipstick in her hand , and wearing a feather headdress , looks in a mirror .|Showgirl, гартаа уруулын будаг барьж, өдний толгой өмсөж, толин тусгал харагдуулна.
3531811969.jpg|0|The young man is performing a summersault in the air with a bicycle .|Залуу эр унадаг дугуйгаар агаарт агаарт сууж байна.
3532028205.jpg|0|Hockey player in red hockey shirt with white and blue accents wearing a blue helmet on the ice .|Мөсөн дээр цэнхэр дуулга өмссөн улаан, цэнхэр өнгийн аялгатай Hockey Player.
3532098999.jpg|0|Two dogs are running around in a fenced in area .|Хоёр нохой талбайд хашаанд гүйж байна.
3532192208.jpg|0|The man in the t-shirt , with a gold chain around his neck , is in a room with three others people .|Футболк өмссөн хүн, хүзүүгээ алтан гинжээр алтан гинж, гурван хүн гурван хүнтэй өрөөнд байдаг.
3532194771.jpg|0|A person walks into the water carrying a white surfboard .|Хүн цагаан гадаргууг авч явдаг ус руу алхдаг.
3532200762.jpg|0|A person in a white hoodie is running down the beach on the sand barefoot .|Цагаан халбага дахь хүн хөл нүцгэн цэлмэг дээр далайн эрэг дээр гүйж байна.
3532205154.jpg|0|A man with a shocked expression on his face is holding a beaded necklace that is around a woman 's neck .|Түүний нүүрэн дээр цочирдуулсан илэрхийлэл нь эмэгтэй хүний хүзүүг тойрсон хүзүүний зүүлт барьж байна.
3532412342.jpg|0|Boy crouched and gesturing with hands , inside of a tire .|Хөвгүүн нь гараараа, дугуйны дотор орооцолдож, зангидаж байв.
3532457245.jpg|0|A large group of people consisting of over 100 , are packed closely together with palm trees and a building in a close distant .|100-аас дээш насны хүмүүсийн том бүлэг хүмүүс далдуу мод, хол зайд байрладаг.
3532476966.jpg|0|At an outdoor market , a small group of people stoop to buy potatoes from a street vendor , who has his goods laid out on the ground .|Гаднах зах зээл дээр, жижиг бүлгийн хүмүүс, гудамжны борлуулагчаас Төмөр дэлгүүрээс төмс худалдаж авбал
3532538536.jpg|0|A man , appearing Mexican or Peruvian , is astride a horse , smiling beneath his western hat .|Мексик эсвэл Перуван эсвэл Перуван, морьтой харагдаж байна, морьтой бол морь, түүний баруун малгайны доор инээмсэглэв.
3532539748.jpg|0|A man wearing a hat is standing next to a young boy wearing a black jacket and another smaller child wearing a yellow jacket .|Малгай өмссөн эр хар хүрэм өмссөн залуу хүүгийн хажууд зогсож байна.
3532587748.jpg|0|A kid in sportswear is attempting a one-handed stand on a trampoline .|Спортлогттой хүүхэд нэг гараараа трамполин дээр нэг гараараа оролддог.
3532593368.jpg|0|A room full of children raise their hands , fingers extended , to the sky .|Хүүхдүүд дүүрэн өрөө нь гараа өргөж, хуруугаараа сунгана.
3532598048.jpg|0|A group of people sit in a circle outside around a man playing a white accordion .|Бүлэг хүмүүс цагаан өнгийн дүрд тоглож буй хүн тойрон хүрээлж байна.
3532761259.jpg|0|A woman and young woman pose with their arms around each other .|Эмэгтэй, залуу эмэгтэй бие биенийхээ гартаа гараараа тавьдаг.
3532782283.jpg|0|Three people stand looking in the direction of some mountains .|Гурван хүн зарим уулын чиглэлийг хардаг.
3532994535.jpg|0|Little girls are sitting at a table with plates in front of them , as the littlest girl with black hair is playing with some silverware on the table .|Бяцхан охидууд ширээн дээр нэг ширээн дээр тавиуртай, хар үстэй охидууд ширээн дээр тоглож байна.
353313973.jpg|0|A young man is leaping into the air while holding on to eight light blue balloons .|Нэг залуу найман цайвар цэнхэр бөмбөлгийг барьж байхдаа агаарт гарч байна.
3533145793.jpg|0|A group of young girls are standing in a circle on brightly colored retangular sheets on the grassy ground with their hands in the air .|Залуу охидын бүлгийн бүлгийн бүлэгт, өвсөн дээр очиж,
3533394378.jpg|0|Two people are suspended in air in a metal ball as part of a carnival type ride .|Карнавалын хэлбэрийн нэг хэсэг нь металл бөмбөгийг металл бөмбөгөөр түр түдгэлзүүлдэг.
3533451027.jpg|0|A rugby player in dark gear is carrying a light colored rugby ball with arm outstretched .|Харанхуй араа дээрх регби тоглуулагч нь цайвар өнгөтэй регбигийн толбыг гараа сунгасан.
3533452777.jpg|0|A person is a shiny hat , a shiny coat , and jeans has his head facing down .|Хүн бол гялалзсан малгай, гялалзсан дээл, жинсэн өмд, жинсэн өмд нь толгойгоо доошоо харав.
3533470072.jpg|0|Two young girls one blond one brunette are puckering there lips and showing a peace sign with there fingers .|Хоёр залуу охин нэг шаргал нэг шаргал нэг Brunette нь уруултай, хуруугаараа энх тайвны тэмдгийг харуулж байна.
3533484468.jpg|0|Couple talking and looking in same direction , man is using a cellphone and wearing a gray sweatshirt woman is wearing a black coat .|Хосууд ярилцаж, ижил чиглэл рүү харж, эрэгтэй хүн гар утас ашигладаг, саарал цамц өмсөж, хар саарал цамц өмссөн эмэгтэй өмсдөг.
3533577805.jpg|0|Three older women are siting in chairs looking outside through a wall made of glass .|Гурван том эмэгтэйчүүд шилээр хийсэн ханангаар гадагш хардаг сандал дээр сууж байна.
3533660418.jpg|0|These three men , two with turbans , are sitting on the edge of a cement bench .|Эдгээр гурван эрэгтэй, хоёр нь турбуудтай хоёр, цементийн вандан сандал дээр сууж байна.
3533713163.jpg|0|Looking from above through electrical wires at people walking around in a plaza .|Плаза руу алхаж буй хүмүүсийн цахилгааны утсаар дамжуулан дээрээс харах.
3533775651.jpg|0|Two people standing next to a red car are hugging in traffic with a brightly lit city scene behind them .|Улаан машины хажууд зогсож буй хоёр хүн зогсож байгаа хоёр хүний траффикийг тэвэрч байна.
3533870405.jpg|0|Two women carrying a bag walking on sidewalk near a lake|Нуурын ойролцоо явган хүний зам дээр алхаж буй хоёр эмэгтэй
3533922605.jpg|0|Two girls with long brown hair sit on the floor with a view from the window behind them showing a town .|Урт хүрэн үстэй хоёр охин, хотоос харуулсан цонхноос харахад хоёр охин шалан дээр сууна.
3533928622.jpg|0|A dark-haired man in a red shirt is stirring rice with a wooden spoon on a dining room table surrounded by plates .|Улаан цамцтай хар үстэй хүн будаатай, хавтангаар хүрээлэгдсэн хоолны халбагаар модон халбагаар хутгана.
3533948575.jpg|0|A little girl with bangs and a pink flowered blouse is standing in the grass holding a hose .|Бангуудтай бяцхан охин, ягаан цэцэгтэй цамц нь хоолой барьж байгаа өвс дээр зогсож байна.
3534046564.jpg|0|two black and white dogs running towards each other in the grass|өвс дээр бие биенээ чиглүүлдэг хоёр хар, цагаан нохой
3534070832.jpg|0|The waiter with a white shirt and black vest is waiting on the people in the restaurant with a big mirror in the wall .|Цагаан цамц, хар биелэгчид, хар биелэгдэнэ, хар биелэгчид нь рестораны ард түмэн ханан дахь том толин тусгалтай хүмүүсийг хүлээж байна.
3534172926.jpg|0|A playground apparatus that looks like a pirate ship in a sunny and tropical area is surrounded by adults and playing children .|Нарлаг, халуун орны талбайд далайн дээрэмчдийн хөлөг онгоц шиг харагддаг тоглоомын талбайн аппарат.
3534183988.jpg|0|A man dressed as a pirate is smiling for the camera in between a male and a female .|Хулгайлсан эр хүн эрэгтэй, эмэгтэй хүний хооронд камерын инээмсэглэлээр инээмсэглэж байна.
353418934.jpg|0|There is a gray-haired man wearing a black and orange jacket sitting on chair on the sidewalk playing an accordion .|Хажуугийн зам дээр очиж, хар, улбар шар өнгийн хүрэм өмссөн хар, улбар шар өнгийн хүрэм өмссөн саарал үстэй хүн байдаг.
3534376990.jpg|0|Young Asian art students are focusing on their work in a very large class .|Залуу Азийн урлагийн оюутнууд маш том ангид ажилдаа анхаарлаа төвлөрүүлдэг.
3534388678.jpg|0|A man running across the street in front of a building under construction .|Барилгын урд байрлах барилгын урд гүйж буй хүн.
3534512991.jpg|0|a red-haired girl smiling sitting next to a brown-haired man who is also smiling .|Улаан үстэй, инээмсэглэсэн хүрэн үстэй, инээмсэглэсэн хүрэн үстэй сууж байв.
3534548254.jpg|0|A young girl in a yellow t-shirt is about to throw a wet , yellow sponge ball .|Шар футболк өмссөн залуу охин нь нойтон, шар хөвөн бөмбөг хаях гэж байна.
3534592364.jpg|0|A large group of smiling children dressed in green standing outside of a primary school .|Бага сургуулийн гадна талд ногоон хувцас өмссөн инээмсэглэсэн олон хүүхэд.
3534668485.jpg|0|two girls , one in black and one in white are talking on cellphones in front a wall covered in music posters .|Хоёр охин, хар, нэг нь цагаан, нэг нь Хөгжмийн постерт хучигдсан ханан дахь гар утсаар ярьдаг.
3534824784.jpg|0|A girl leaning against a woman 's shoulder while sitting on a bench .|Вандан сандал дээр сууж байхдаа эмэгтэй хүний мөрөн дээр бөхийж байв.
3534952095.jpg|0|Woman riding a small red and white motorcycle and wearing a matching red helmet and scarf|Жижиг улаан, цагаан өнгийн мотоцикль унаж, тохирох улаан малгай, ороолт өмссөн эмэгтэй
3535056297.jpg|0|Some young men stand holding a railing with a lot of other people .|Зарим залуу хүмүүс бусад олон хүмүүстэй хашлага барьж зогсож байв.
3535084928.jpg|0|A closeup of a dog with a white chest licking its nose .|Нохойтой, цагаан цээжийг хамараа долоох.
3535284878.jpg|0|A white dog with a black chest piece runs along the shore of a grainy beach .|Хар цээжтэй цагаан нохой нь үр тарианы далайн эрэг дээр гүйдэг.
3535304540.jpg|0|A red biplane streaks across the sky leaving a white trail behind it .|Тэнгэрийн улаан BINLANE-ийн дээгүүр улаан biplane цувралууд.
3535372414.jpg|0|An older woman and a young girl standing in front of a large bush covered in pink flowers .|Хөгшин эмэгтэй, ягаан өнгийн цэцэгт хамрагдсан том бутны урд зогсож байсан залуу охин.
3535511987.jpg|0|A woman in a green skirt and blue shirt shakes the dust from an object .|Ногоон банзал, цэнхэр цамц нь объектоос тоосыг сэгсэрнэ.
3535664885.jpg|0|The goalie with the blue and white jersey is sliding near the goal posts .|Цэнхэр, цагаан өмсгөлтэй гоолиг.
3535768334.jpg|0|A cyclist is performing a jumping stunt in a skate and cycle park .|Дугуйчин тэшүүр, циклийн паркт үсэрч буй хоцролтыг хийж байна.
