image_name|comment_number|comment|Translated Comment
2952595538.jpg|0|A man dressed in a police uniform on a Segway personal transportation device is in the street .|Сегвэй хувийн тээврийн хэрэгсэл дээр цагдаагийн дүрэмт хувцас өмссөн хүн гудамжинд байдаг.
2952751562.jpg|0|Gray-haired man in suit , with blurry train station in background .|Саарал үстэй хүн костюмтай, цэврүүтэх галт тэрэгний станцтай.
295278943.jpg|0|There is a crowd of people with two women , one with a yellow shirt and one with a star shaped earring , closest to the camera .|Хоёр эмэгтэй хүн олон хүн, шар өнгийн цамцтай, нэг нь, од хэлбэртэй, од хэлбэртэй, камертай хамгийн ойр байдаг.
2952839389.jpg|0|A group of men haul black trash bags across the beach , nearby a pickup truck and a bulldozer .|Бүлгийн эрчүүд далайн эрэг дагуу хар хогийн уутанд, ойролцоо, пикап ачааны машин, бульдозерын ойролцоо.
2952887435.jpg|0|"A group of young people with white "" Volunteer for Parks "" t-shirts gathers under an awning ; a blond with a ponytail and green hat is in the foreground ."|"Цагаан ""цэцэрлэгт хүрээлэнгийн хувьд"" цэцэрлэгт хүрээлэнгийн сайн дурын ажилтан ""футболк нь саравч дор цуглардаг;Гахайн мах, ногоон малгай бүхий шаргал өнгөтэй шаргал өнгөтэй."
2953015871.jpg|0|A black and tan dog rolls on his back in a field .|Хар ба Тан нохойн талбай дээр нуруун дээрээ өнхрүүлэв.
295344517.jpg|0|A soldier walks with two women and an older man down a street that is strewn with fall leaves .|Цэрэг нь хоёр эмэгтэйтэй хамт алхаж, Намрын навчтай гудамжаар хоёр эмэгтэй, хөгшин хүн алхдаг.
2953680766.jpg|0|People walk on the beach cleaning up by putting trash in trash bags .|Хүмүүс хогийн савыг хогийн саванд хийнэ.
2953684252.jpg|0|A couple goes around the beach picking up garbage .|Хосууд далайн эрэг дээр хог түүж байна.
2953704682.jpg|0|Four people in casual clothing are standing outside holding garbage bags .|Энгийн хувцас өмссөн дөрвөн хүн хогийн уутыг барьж байгаа гадаа зогсож байна.
2953730430.jpg|0|A woman in a pink shirt stands behind a table with many salad dressings , and paper plates .|Ягаан цамцтай эмэгтэй нь олон салат хувцас, цаасан хавтантай ширээний ард зогсож байна.
2953861572.jpg|0|a black dog with a blue tag running on a beach|Далайн эрэг дээр гүйж буй цэнхэр нохойтой хар нохой
295402802.jpg|0|A man wearing a light tan cardigan and dark brown pants loads heavy bags onto his bicycle .|Гэрэл tan tan өмссөн эр хүн, бараан хүрэн өмд өмссөн хүн унадаг дугуй дээрээ хүнд уутыг ачдаг.
2954291559.jpg|0|A man wearing a hard hat is standing next to a flag on top of a metal structure .|Хатуу малгай өмссөн хүн металлын бүтцийн дээд талд байрлах тугны хажууд зогсож байна.
295433203.jpg|0|A very large brown dog is playing with a smaller curly-haired dog .|Маш том том бор нохой нь жижиг буржгар үстэй нохойтой тоглож байна.
2954461906.jpg|0|A toddler boy in a racing jacket tries out the green hula hoop .|Уралдааны хүрэмтэй хүүхэд хөвгүүн ногоон Хула цагирагыг туршиж үздэг.
2954525375.jpg|0|A man wearing a hat is dancing around an area filled with light and graffiti .|Малгай өмссөн эр хөнгөн, граффити бүхий дүүрсэн газар нутгаар бүжиглэж байна.
2954584849.jpg|0|Three men jump up for the ball in a sporting event as a crowd watches .|Гурван эр хүн олон хүн цуглардаг спортын үйл явдалд бөмбөгнүүд дээр үсрэв.
2954840987.jpg|0|A couple is getting married in a church with a vaulted wooden ceiling .|Хосууд сүмд хүрсэн модон таазтай сүмд гэрлэж байна.
2954929479.jpg|0|A young man in a blue sweatshirt and jeans holds a pumpkin in his arms as he stands amidst a field of pumpkins .|Цэнхэр цамцтай залуу, жинсэн өмд нь хулууны талбайд зогсож байхдаа хулууг гараа барьдаг.
2954965644.jpg|0|"A man with an afro and wearing a blue t-shirt is playing an "" axe throw "" game that requires him to throw small axes at targets that resemble steer heads ."|"AFRO-тай эрэгтэй хүн, цэнхэр футболк өмссөн хүн ""сүх шидэлт"" тоглоомонд жижиг тэнхлэгийг мөрддөг."
2955022652.jpg|0|Two women pose for a picture while eating at a restaurant .|Хоёр эмэгтэй ресторанд хоол идэж байхдаа зураг авахаар зураг авдаг.
2955083038.jpg|0|People are in the dessert and there are mountains in the background , as well as many camels surrounding the people .|Хүмүүс амттан дээр байдаг бөгөөд ард нь ууланд, мөн ард түмний эргэн тойрон дахь олон тооны уулс байдаг.
2955099064.jpg|0|A group of men struggle to catch the ball in the air .|Бөмбөгийг агаарт бөмбөг барих гэж тэмцэж байна.
2955315546.jpg|0|A man wearing black sweatpants , a white T-shirt , and sneakers leaps off a concrete roof toward a tall brick wall .|Хар цамц өмссөн хүн, цагаан цамц өмссөн эр, пейнтс, пүүз нь өндөр тоосгон хананд чиглэнэ.
2955673642.jpg|0|A car with white smoke trailing behind it on a black topped surface .|Хар утааны араас нь хар тамхи татдаг машин.
2955693752.jpg|0|Several men wearing ornate cultural costumes dance barefooted for people seated at tables .|Соёлын соёлын хувцас өмссөн хэд хэдэн эрчүүд ширээн дээр сууж байсан хүмүүст хөл нүцгэн бүжиглэдэг.
2955694690.jpg|0|A couple kissed in front of a beautiful three-tiered cake with blue ribbon and pink accents .|Цэнхэр тууз, ягаан өнгийн аялгуутай сайхан гурван бялууны өмнө хос бялууг үнсэв.
2955752229.jpg|0|The three people are walking on the seashore , which is covered with seaweed .|Гурван хүн далайн ургамал дээр халагдсан далайн эрэг дээр явж байна.
2955813024.jpg|0|Seven people are standing together in a fenced area , separated into two groups , with the adults standing in one group and young people standing in the other .|Долоон хүн нэг бүлэгт сууж, нэг бүлэгт сууж, нөгөө бүлэгт зогсож байсан насанд хүрэгчдийг хоёр бүлэг болгон хамтдаа зогсож байна.
2955985301.jpg|0|a portrait picture of a girl with brown hair smiling directly at the camera .|Браун үстэй нэг охины хөрөг зурагтай шууд камер руу инээмсэглэв.
2956061205.jpg|0|Two white girls holding up signs advertising for a car wash fundraiser .|Машин угаалгын машинд зориулж зар сурталчилгааны хоёр цагаан охин.
2956413620.jpg|0|A man wearing a helmet driving a black race car down the street|Гудамжинд хар уралдааны машин жолоодож буй дуулга өмссөн хүн
2956562716.jpg|0|Four dogs in a circle on the grass in the distance and a black dog on the grass in forefront .|Завсарлага, зүлэг дээрх өвсөн дээр дөрвөн нохой, тэргүүн эгзэгтэй, хар нохойг өвсөн дээр байрлуулна.
2956697221.jpg|0|A child is on top of a sheep inside of an arena while men are around them watching .|Хүүхдүүд эрчүүд харж байхдаа Arena доторх хонины дээд талд байдаг.
2956811273.jpg|0|A man dressed in army fatigue is shaking the hand of a man dressed in a gray suit .|Армийн ядаргаа өмссөн эр саарал костюм өмссөн хүний гараар хувцасладаг.
2956822125.jpg|0|A man wearing a white shirt and jeans is giving a lecture while pointing to a country listed on the screen behind him .|Цагаан цамц өмсөж, жинсэн өмд өмссөн хүн түүний ард байгаа гарчиг руу чиглүүлж байгаа улс руу чиглүүлж байгаа нэг лекц өгч байна.
2956824677.jpg|0|A soldier getting an award for his long commitment as a captain in the united states arm .|Цэргүүд АНУ-ын гар дахь ахмадын ахмад настанд хүртлээ шагнал хүртэж байна.
2956835181.jpg|0|Two soldiers wearing camouflage are getting food from a woman in white as two people in white stand behind a counter watching .|Хоёр цэрэг өмссөн хоёр цэргүүд өмссөн эмэгтэй хүн цагаан өнгөтэй, цагаан өнгөөр будаж буй хоёр хүнээс цагаан өнгөтэй эмэгтэйгээс хоол хүнс авч байна.
2956844849.jpg|0|A young girl in a red jacket and a man in a blue and white shirt are watching a woman in black who is holding a white object in her hands .|Улаан хүрэмтэй залуу охин, цэнхэр, цагаан цамц өмссөн залуу эмэгтэй гартаа цагаан объект барьж байгаа эмэгтэйг харж байна.
2956895529.jpg|0|This person is doing a stunt on a bicycle , with one wheel on a ledge and one in the air .|Энэ хүн унадаг дугуйгаар хоцрогдож, нэг дугуйгаар нэг дугуйтай, агаарт нэг дугуйгаар хийж байна.
2957071266.jpg|0|Two dogs together in a field of grass within sight of a beautiful home .|Сайхан гэрийн харцаар хоёр нохой цуглардаг.
295729735.jpg|0|Two people in a subway train separated by a seat|Суудалаар тусгаарлагдсан метроны галт тэрэгний хоёр хүн
2957526701.jpg|0|Two people are holding a trash bag getting ready to pick up debris while a third person is looking at a camera bag .|Гуравдагч этгээд камерын уутанд хийж байхад хоёр хүн хог хаягдлыг авч явахад бэлэн болжээ.
2957561476.jpg|0|Two women are smiling as they fish together , one with a net , and another with a fishing pole .|Хоёр эмэгтэй хамтдаа загас барьдаг шиг инээмсэглэж, тортой, нөгөө нь загас агнуурын туйлтай.
2957660840.jpg|0|Three people of east Asian heritage , two men and a woman , are interacting with a white American man wearing army gear .|Зүүн Азийн өв уламжлал, хоёр эрэгтэй, эмэгтэй хүн армийн ар араа өмссөн цагаан арьст хүнтэй харьцдаг.
2957665534.jpg|0|Several men of Asian descent , along with US military members , are sitting in a lunch meeting , while talking informally and ordering their food .|АНУ-ын цэргийн гишүүдтэй хамт, АНУ-ын цэргийн гишүүдтэй хамт олон эрчүүдийн хамт үдийн хоолонд оролцож, албан бусаар хичээллэж, хоолоо захиалж байхдаа.
2957671910.jpg|0|In this group of people , two men are in military camouflage and one is shaking hands with a woman .|Энэ бүлэгт хоёр эрчүүд цэргийн өнгөлөн далдлах, нэг нь эмэгтэй хүнтэй хамт гараа сэгсэрч байна.
2957676092.jpg|0|One man with glasses , dressed in fatigues is pointing and talking to other men standing next to him .|Нүдний шилтэй нэг эр, ядарсан хүнтэй нэг хүн зааж, түүний хажууд зогсож байгаа бусад хүмүүстэй ярилцаж, ярилцаж байна.
2957679856.jpg|0|A middle-aged man in a military uniform sits at a table in front of a small flag and microphone .|Цэргийн дүрэмт хувцас өмссөн дунд насны эр жижиг туг, микрофоны урд хэсэгт ширээн дээр сууж байв.
