image_name|comment_number|comment|Translated Comment
283214657.jpg|0|A man sitting on a pile of blankets with a man in suspenders standing in front of him facing away from the camera .|Камераас холдож байгаа эр хүнтэй зогсож байсан эр хүн овоолсон хүнтэй хамт сууж байв.
283221274.jpg|0|A guy dressed in jeans , a white t-shirt and brown hat is jumping over another guy who is riding a skateboard along a sidewalk in a shopping district .|Жинсэн жийнт өмссөн залуу, цагаан футболк, хүрэн малгай нь дэлгүүрийн замаар явган хүний зам дагуу тэшүүрээр явж буй өөр залуу дээгүүр явж байна.
2832453252.jpg|0|Young girls in bathing suits playing in the knee deep water beyond the blue railing .|Усанд орох костюм дахь залуу охидууд хөх төмөр замын цаана байдаг.
2832487464.jpg|0|A dog is jumping over a series of colored gates .|Нохой нь цувигийн цуврал хаалган дээр үсэрч байна.
283252248.jpg|0|A woman dressed as a clown tries to get the attention of three disinterested strangers as they all sit on a bench in an outside shopping mall .|Алиалагчийн хувцас өмссөн эмэгтэй хүн бүгдийг нь дэлгүүрт сууж, дэлгүүрийн худалдааны төв дээр сууж байхдаа гурван хайхрамжгүй үл тоомсорлов.
2832594839.jpg|0|An adult and a kid are both wearing yellow shirts and the child is putting glue on a piece of paper .|Насанд хүрсэн хүн, хүүхэд нь шар цамц өмсөж, хүүхэд өмсөж, хүүхэд цаасан дээр цавуу тавьдаг.
2832610852.jpg|0|A man with a gray hair and wearing glasses is getting ready to shave a gray-haired man .|Саарал үстэй, нүдний шил зүүж, нүдний шил зүүж, саарал үстэй хүнийг хусахад бэлэн байна.
2832613782.jpg|0|Man in olive shirt chiseling away at large stone in a workshop .|Оливын цамцтай хүн оёдлын том чулуун дээр семинар дээр гардаг.
2832654970.jpg|0|A young Asian boy is mopping the floors near a yellow curtain .|Залуу ази хүү нь шар хөшигний ойролцоо шалыг шүүрдэж байна.
2832747707.jpg|0|A guy wearing a red coat , white jodhpurs and black boots jumps his gray horse over poles during a steeplechase competition .|Улаан цув өмссөн залуу, цагаан jodhpurs, хар гутал, хар гутал нь саарал морьтойгоо саарал морьтойгоо саарал морь дээрээс үсэрчээ.
2832978253.jpg|0|A person in a white and red shirt and green backpack hiking on a mountain .|Цагаан, улаан цамц, улаан цамц, ногоон үүргэвчиндээ уулан дээр явган аялал хийдэг.
2833172038.jpg|0|A man in a white t-shirt is holding the ten of clubs in his right hand near his head and the remaining cards in his left hand .|Цагаан футболк өмссөн эр нь баруун гартаа баруун гараараа толгой, үлдсэн картуудаа зүүн гартаа барьсан.
2833431496.jpg|0|A boy and a girl are bending under a fence to look over a ledge .|Хөвгүүн хөвгүүн, охин хашаанаас дээш гулзайлгахын тулд хашааны дор бөхийж байна.
2833502675.jpg|0|A man with brown hair and a green shirt is playing a trumpet .|Хүрэн үстэй эр, ногоон цамц бүрээ тоглож байна.
2833509990.jpg|0|A crowd of hundreds of people are all fixed on something off in the distance .|Олон зуун хүн олон хүн алсын зайд ямар нэгэн зүйл дээр байдаг.
2833560457.jpg|0|A beige and white dog is running quickly across the grass .|Хөөе, цагаан, цагаан нохой нь өвс дээгүүр хурдан гүйж байна.
2833582518.jpg|0|Greyhound running on track with blue vest with a white numeral two .|Цагаан тоонтой цэнхэр биелэгдэнэ бүхий цэнхэр биелэгдэнэ дээр гүйж байна.
2833820456.jpg|0|a little girl is sitting at a table with a jug of juice and some watermelon slices .|Жаахан охин ширээн дээр шүүс, тарвасны зүсмэлүүдтэй ширээн дээр сууж байна.
2833888275.jpg|0|One woman wearing a white shirt and another woman looking in her purse are walking down a sidewalk .|Цагаан цамц өмссөн нэг эмэгтэй, түүний түрийвчийг харж байгаа өөр эмэгтэй явган хүний зам дээр алхаж байна.
2834032170.jpg|0|A group of people is standing to the left of two station wagons with the backs open and large white bags are on the ground and in back of the car on the left .|Нээлттэй, том цагаан ууттай хоёр станцын вагоны зүүн талд байгаа хүмүүс зүүн талд байрлах хоёр станцын вагоны зүүн талд зогсож байна.
2834103050.jpg|0|People dressed in bathing suits , dresses and shorts are on the beach , near an exhibit .|Усанд орох костюм, хувцаслалт, хувцаслалт, шорт нь үзэсгэлэнт газар, үзэсгэлэнт газар
283428775.jpg|0|A black dog is running through long grass with a colorful toy in its mouth .|Хар нохой амандаа өнгөлөг тоглоомоор урт өвсөөр гүйж байна.
2834409892.jpg|0|A man wearing a black and white striped shirt on his phone , site next to a woman also on her phone on the Metro bus bench .|Утсан дээрээ хар, цагаан өнгийн судалтай цамц өмссөн хүн метро автобусны вандан дээр утсаараа гар утсаараа өмсдөг.
2834451643.jpg|0|There is a woman , several men , and several children on a sidewalk where produce is being sold .|Нэг эмэгтэй, хэдэн эрэгтэй, хэд хэдэн хүн зарагдаж байгаа явган хүний зам дээр байдаг.
2834752476.jpg|0|A young man with a mullet smokes while sitting on a unique couch .|Өвөрмөц буйдан дээр сууж байхдаа Муллет тамхи татдаг залуу.
2834761411.jpg|0|A man wearing a blue jacket , sunglasses and black top hat is sitting on a bench inside of a building .|Цэнхэр хүрэм, нарны шил зүүсэн эр нь байшингийн дотор талд вандан сандал дээр сууж байна.
2834973135.jpg|0|On the beach , a woman in a red tank top leans over to look at the yin yang tattoo on another woman 's back .|Далайн эрэг дээр, Улаан танкийн дээд эмэгтэй, өөр эмэгтэйн шивээсийг өөр эмэгтэйн шивээс рүү харахаар эргээд харав.
2835367658.jpg|0|Two Asian women wearing aprons are working in a shop that makes food .|Хормогч өмссөн хоёр ази эмэгтэйчүүд хоол хийдэг дэлгүүрт ажилладаг дэлгүүрт ажилладаг.
2835793460.jpg|0|A young women , in a black shirt , is holding a bike , while a young boy is holding a skateboard .|Залуу эмэгтэй, хар цамц өмссөн залуу эмэгтэй, дугуй барьж байгаа бол залуу хүү тэшүүр барьж байна.
283600520.jpg|0|A man sits atop a metal beam , bracing himself against any potential dangers .|Нэгэн хүн метал цацраг дээр сууж, аливаа аюулын эсрэг өөрийгөө бэхлэх.
283611810.jpg|0|A man in a black shirt holding an empty glass and wearing a watch on his left wrist sits next to a man with glasses who is wearing a green shirt with a logo on the front .|Хоосон цамцтай нэг хүн хоосон шилэн дээр, зүүн бугуй өмсөж, нүүрэн дээр нь ногоон цамц өмссөн нүдний хажууд байгаа нүдний шилтэй хүний хажууд нэг нүдний хажууд байдаг.
283614756.jpg|0|A man with arms folded in front of his chest sitting next to at least one other person , laughing .|Дор хаяж нэг хүн, инээлдэж буй цээжнийхээ урд талын гараа цээжиндээ нугалав.
2836325261.jpg|0|A woman in a red medieval type dress playing a bagpipe or some similar instrument .|Улаан дундад зууны үеийн төрлийн эмэгтэй цүнх, цүнх эсвэл ижил төстэй хэрэгсэл тоглож байгаа эмэгтэй.
2836360729.jpg|0|A woman is sitting at the beach covered by a lot of seaweed .|Нэгэн эмэгтэй далайн эргийг маш их далайн эрэг дээр хучигдсан далайн эрэг дээр сууж байна.
2836553263.jpg|0|A boy with a black shirt and white shorts on a bike is turning to look behind himself .|Дугуй дээрх хар цамц, цагаан өнгийн шорттой хүү нь өөрийгөө арчлах гэж байна.
2836696661.jpg|0|This is a woman in a yellow coat looking for something she dropped while her male companion stares at the camera .|Энэ бол эрэгтэй хамтрагч нь камер руу унаж байхдаа унасан шар өнгийн дээлний эмэгтэй юм.
2836703077.jpg|0|Two children on a carnival ride , tree in background .|Карнаваль унаа, арын хэсэгт хоёр хүүхэд.
283677618.jpg|0|Two unhappy-looking older people looking past the camera , the male holding a book and the woman wearing a fur coat .|Хоёр аз жаргалгүй харагддаг хоёр хөгшин хүмүүс Камераа харж, ном барьсан эрэгтэй, үслэг цув өмссөн эмэгтэй.
2836808985.jpg|0|A man in a flannel shirt and black pants sits on a ship looking out through the railing .|Фламелийн цамц, хар өмд, хар өмд нь хөлөг онгоцоор явж, хашлага дамжин өнгөрч байна.
2836864045.jpg|0|a black , brown and white dog running along with a white Frisbee in his mouth .|Хар, хүрэн, цагаан, цагаан нохой нь амандаа хийж байна.
