image_name|comment_number|comment|Translated Comment
1000092795.jpg|0|Two young guys with shaggy hair look at their hands while hanging out in the yard .|Хашаан дээр өлгөөтэй хонины үстэй хоёр залуу, хашаандаа өлгөөтэй байв.
10002456.jpg|0|Several men in hard hats are operating a giant pulley system .|Хатуу малгайтай хэд хэдэн эрчүүд аварга том дамар систем ажиллуулж байна.
1000268201.jpg|0|A child in a pink dress is climbing up a set of stairs in an entry way .|Ягаан өнгийн даашинз өмссөн хүүхэд нь оролтын шатаар шатаар авирч байна.
1000344755.jpg|0|Someone in a blue shirt and hat is standing on stair and leaning against a window .|Цэнхэр цамц, малгай өмссөн хэн нэгэн нь шат, цонхны эсрэг зогсож байв.
1000366164.jpg|0|Two men , one in a gray shirt , one in a black shirt , standing near a stove .|Хоёр хүн, нэг нь саарал цамцанд нэг нь, нэг нь хар цамц, зуухны ойролцоо зогсож байв.
1000523639.jpg|0|Two people in the photo are playing the guitar and the other is poking at him .|Зурган дээрх хоёр хүн гитар тоглож байна, нөгөө нь түүн рүү тогшиж байна.
1000919630.jpg|0|A man sits in a chair while holding a large stuffed animal of a lion .|Арслангийн том чихмэл амьтдыг барьж байхдаа нэг сандал дээр сууж байв.
10010052.jpg|0|A girl is on rollerskates talking on her cellphone standing in a parking lot .|Нэгэн охин нь машины зогсоол дээр зогсож байгаа гар утасныхаа гар утсан дээр ярьж байна.
1001465944.jpg|0|An asian man wearing a black suit stands near a dark-haired woman and a brown-haired woman .|Хар үстэй эмэгтэй, бор үстэй эмэгтэй, хүрэн үстэй эмэгтэй ойртсон ази хүн.
1001545525.jpg|0|Two men in Germany jumping over a rail at the same time without shirts .|Герман дахь хоёр эрэгтэй хүн цамцгүй хөлөг онгоцонд үсэрч байв.
1001573224.jpg|0|Five ballet dancers caught mid jump in a dancing studio with sunlight coming through a window .|Таван балетын бүжигчид цонхноор дамжин нарны гэрэлд орж буй бүжиглэх студид дундуур үсрэв.
1001633352.jpg|0|Three young men and a young woman wearing sneakers are leaping in midair at the top of a flight of concrete stairs .|Гурван залуу эрэгтэй, залуу эмэгтэй, пүүз өмссөн залуу эмэгтэй бетон шатаар нисэх онгоцны буудал дээр үсэрч байна.
1001773457.jpg|0|A black dog and a white dog with brown spots are staring at each other in the street .|Хар нохой, цагаан толботой цагаан толбо, гудамжинд бие биен рүүгээ ширтэж байна.
1001896054.jpg|0|A man with reflective safety clothes and ear protection drives a John Deere tractor on a road .|Эргэн туйлын аюулгүй байдлын хувцас, чихний хамгаалалттай хүн john dehn deere тракторыг зам дээр жолооддог.
100197432.jpg|0|Some women are standing in front of a bus with buildings behind it .|Зарим эмэгтэйчүүд түүний ард байрлах автобусны өмнө зогсож байна.
100207720.jpg|0|A young woman with dark hair and wearing glasses is putting white powder on a cake using a sifter .|Харанхуй үстэй залуу эмэгтэй, шил зүүж, шил зүүж байгаа нь цагаан нунтаг өмсдөг.
1002674143.jpg|0|A small girl in the grass plays with fingerpaints in front of a white canvas with a rainbow on it .|Өвсний жижиг охин нь үүн дээр солонго бүхий цагаан өнгийн зурагтай хамт хурууны зурагтай тоглодог.
1003163366.jpg|0|a man sleeping on a bench outside with a white and black dog sitting next to him .|Түүний хажууд сууж буй цагаан, хар нохойтой хамт унтаж буй хүн.
1003420127.jpg|0|A group of adults , inside a home , sitting on chairs arranged in a circle , playing a type of musical instruments .|Насанд хүрэгчдийн бүлгүүд, байшин доторх, сандал дээр сууж, сандал дээр сууж байсан сандал дээр байрладаг.
1003428081.jpg|0|Two women , both wearing glasses , are playing clarinets and an elderly woman is playing a stringed instrument .|Хоёр эмэгтэй, нүдний шил зүүж, кларинетинг өмсөж, хөгшин эмэгтэй тоглож, эмэгтэй хүн мөртэй багаж тоглож байна.
100444898.jpg|0|A person in gray stands alone on a structure outdoors in the dark .|Саарал, саарал өнгөтэй хүн харанхуйд гадаа гардаг.
1005216151.jpg|0|A man in a white t-shirt looks toward the camera surrounded by a crowd near a metro station .|Цагаан футболк өмссөн хүн метроны буудлын ойролцоо олон түмэн хүрээлэгдсэн камер руу чиглэсэн камер руу чиглэсэн.
100577935.jpg|0|A man with a goatee in a black shirt and white latex gloves is using a tattoo gun to place a tattoo on someone 's back .|Хар цамцтай, цагаан цамц, цагаан латекс бээлийтэй хүн хэн нэгэнд шивээс хийлгэхийн тулд шивээсийг шивээс хийлгэхийн тулд шивээс хийлгэдэг.
1006452823.jpg|0|two children , a girl and a boy are practicing their writing .|Хоёр хүүхэд, охин, хөвгүүн нь тэдний бичгээр сурч байна.
