image_name|comment_number|comment|Translated Comment
501699433.jpg|0|Two boys are swimming underwater in a pool and a girl is swimming in the background .|Хоёр хөвгүүн усан сантай усан бассейнд усан үзэж, охин арын хэсэгт сэлж байна.
501736361.jpg|0|A toddler bends over to scoop some dirt out of the ground with his little green shovel .|Бяцхан ногоон хүрзээр газар шороог нь шорооноос гаргаж ав.
50194396.jpg|0|A boy in a white jersey is doing a jumping kick while another boy in a blue jersey is lying on the floor .|Цагаан өмсгөлтэй хүү нь цэнхэр өмсгөлтэй, цэнхэр өмсгөлтэй өөр хөвгүүн үсрэлт хийж байна.
5019568325.jpg|0|A young black man wearing a dark leather jacket and gloves is standing on a lit stage , looking down .|Хар арьсан хүрэм өмссөн залуу хар арьстан, бээлий өмсөж, бээлий өмсөж, доошоо харав.
501960549.jpg|0|A woman wrapped in a large piece of cloth peeking her head out of 2 large wooden doors .|2 том модон хаалганаас гараад том даавуугаар ороосон эмэгтэй.
501989700.jpg|0|A man with a headset on his head sit in the cockpit of a helicopter and has his hands on the controls .|Толгой дээрээ толгойтой хүн нисдэг тэрэгний кокпит дээр сууж, түүний гар дээр гараа харуулав.
502115726.jpg|0|A boy in a striped shirt straddling the sides of a playground bridge .|Тоглоомын талбайн гүүрний хажуу талыг бэхэлсэн судалтай цамц.
5021506238.jpg|0|Three men paint the side of a large structure white using scaffolding .|Гурван эр нь том бүтэцтэй цагаан өнгийн цагаан өнгийн талыг зурдаг.
502171786.jpg|0|This image has a checker-table with four beverage glasses and an ashtray .|Энэ зураг нь дөрвөн ундаа ууж байгаа шилтэй шалгагчийн хүснэгттэй бөгөөд үнсний савтай.
502213229.jpg|0|Barefoot women wearing orange and magenta saris are performing a dance .|Нүцгэн хөл нүцгэн хувцас өмсдөг, улбар шар, илбэчин Сарисууд бүжиглэж байна.
5022814254.jpg|0|A man , wearing a shirt and a lungi , is carrying bundles of straw on his head across a farmland .|Цамц, цамц өмсөж, уушиг өмсөж, фермийн газар дээр нь боодолтой боодолтой боодолтой явагдаж байна.
5023361024.jpg|0|A man wearing a hat is holding his arm strait out and looking at his hand while standing in front of the edge of the ocean on a beach .|Малгай өмссөн эр нь гараа барьж, далайн эрэг дээр зогсож байхдаа гараа барьж байхдаа гараа харж байхдаа гараа харав.
5024063793.jpg|0|A cook in a restaurant wearing a colorful hat , standing in front of a lamb rotisserie , squeezes a sauce onto food wrapped in foil while another man watches with his back turned .|Загварлаг малгай өмссөн ресторанд хоол хийж, хурга rotisserie-ийн өмнө зогсож, өөр хүн арынхаа араар харж,
