image_name|comment_number|comment|Translated Comment
446138054.jpg|0|A man wearing a white shirt and an orange shirt jumped into the air .|Цагаан цамц өмссөн эр, улбар шар цамц агаарт үсрэв.
4461519605.jpg|0|A bald man in a white sweater , brown jacket and gray pants walks toward a bearded man wearing a white hat and gray sweatshirt on a street .|Цагаан цамц, хүрэн хүрэм, саарал өмд өмсдөг сахал, гудамжинд цагаан малгай өмсдөг сахал өмсдөг.
4461621138.jpg|0|Man walking past brick building with three windows above him and a fence on one side of him .|Түүнээс дээш гурван цонхтой, түүний дээр гурван цонхтой хамт гурван цонхтой алхаж байна.
4461720604.jpg|0|An attractive blond woman in a white tank top , jean shorts , sunglasses and carrying black flip-flops is walking along a sidewalk surrounded by sand and barricades .|Цагаан савны дээд, Жан шорт, нарны шил, нарны шил, нарны шил, хар өнгийн үстэй явган хүний зам дагуу явган хүний зам дагуу явдаг.
44619131.jpg|0|Four different users working in a lab environment each performing duties on computers and laptops .|Лабораторийн орчинд ажиллаж буй дөрвөн өөр хэрэглэгч компьютер, зөөврийн компьютер дээр үүрэг гүйцэтгэдэг.
4461953198.jpg|0|a flagman holding a stop sing out on a country road with green trees and mailboxes .|Тодорхойлсон туг далбаа, ногоон мод, шуудангийн хайрцаг бүхий улс орны зам дээр дуул.
446243490.jpg|0|A woman is sitting on a beach holding a carry-out box with houses and buildings in the background .|Эмэгтэй хүн байшин, байшингийн байшин, байшингуудтай хамт явагч хайрцгаар барьж байгаа далайн эрэг дээр сууж байна.
4462840824.jpg|0|An elderly couple are sitting on a park bench while looking at a pamphlet .|Хосууд Памплетийг харж байхдаа паркийн вандан сандал дээр сууж байна.
446286714.jpg|0|The older man with the shopping bag and cane is sitting on a bench .|Худалдааны цүнхтэй хөгшин эр сандал дээр сууж байна.
446291803.jpg|0|Two women sitting on a bench in front of a tennis court near a building complex .|Барилгын цогцолборын ойролцоо теннисний талбай дээр вандан сандал дээр сууж байв.
4462984753.jpg|0|A kiteboarder wearing a helmet and goggles rides across a snowy landscape .|Дуулга өмссөн цаасан шувуу, нүдний шил нь цастай ландшафтаар явдаг.
4463063933.jpg|0|Two young blond children are inspecting the lobster tank in a store .|Хоёр залуу шаргал үстэй хүүхдүүд дэлгүүрт лобстер савыг шалгаж байна.
4463205759.jpg|0|A man with his backpack walks down the street listening to his iPod .|Үүргэвчинтэй хүн түүний iPod-г сонсож буй гудамжаар алхдаг.
4463211241.jpg|0|An Indian lady , sitting on a subway train , thinking .|Энэтхэгийн хатагтай, метроны галт тэрэг дээр сууж, сэтгэлгээтэй сууж байна.
4463229405.jpg|0|A bicyclist waiting for traffic to pass so he can cross the street .|Гудамжаар дамжуулж болох унадаг дугуйчин.
4463424891.jpg|0|Young boy walking through a single toned area wearing a blacked and orange coat .|Бага хүү хар, улбар шар өнгийн цув өмссөн ганц тонн талбайгаар алхаж байв.
4463461957.jpg|0|An Asian woman in a bikini top and black skirt holds a popsicle and a set of keys .|Бикини Топ, хар банзал, хар банзал нь популикул, товчлууруудыг барьдаг.
4463538995.jpg|0|A woman holds sticks attached to large striped banners , causing one to launch its banner in a wide loop through the air .|Нэгэн эмэгтэй том судалтай баннанд хавсаргасан саваа наалдаж, агаарт гараа өргөн гогцоо хийхэд хүргэдэг.
4463549100.jpg|0|Two women walking away on a sidewalk , one carrying a brightly colored shopping bag|Явган хүний зам дээр алхаж буй хоёр эмэгтэй, нэг нь тод өнгөт худалдааны уут авч явдаг
4463772847.jpg|0|A soldier on the stairs sitting crossed-legged on a chair with a rifle hanging from the armrest .|Шат дээрх цэргүүд дээр цэргүүдтэй сандал дээр сууж байсан винтов.
