image_name|comment_number|comment|Translated Comment
4829029000.jpg|0|A gray-haired , bearded man is viewing items at an outdoor vendor .|Саарал үстэй, сахалтай эр нь гадаа борлуулагч дээр байгаа зүйлийг үзэж байна.
482907079.jpg|0|A figure is climbing up a rock while people on the grond watch .|Газар дээр хүмүүс харцаар явж байхад зураг авирч байна.
4829125933.jpg|0|A woman dressed up like Wonder Woman and holding a very large purse is standing on a brick sidewalk .|Гайхамшигтай эмэгтэй хувцас өмсөж, маш том түрийвчтэй, маш том түрийвчийг барьж, маш том түрийвчтэй явган хүний зам дээр зогсож байна.
4829253619.jpg|0|A woman in a pink cowboy hat and pink jean jacket holding a black purse smokes a cigarette while other people in cowboy hats man a stand giving away something free .|Ягаан өнгийн ковбой малгай, хар түрийвч, ягаан өнгийн хүрэмтэй эмэгтэй. Ковбой малгай өмсдөг бусад хүмүүс тамхи татдаг.
4829255593.jpg|0|A man with a brownish purple shirt and jeans is holding a large banana in one hand and his son 's hand in his other .|Браун хүрэн нил ягаан цамцтай эр, жинсэн өмд нь нэг гараараа том гадил жимсний нэг гартаа гараа барьж байгаа.
4829448811.jpg|0|Black male dressed in blue , in a blue car , with a white handkerchief .|Хар арьст эрэгтэй цэнхэр өнгийн хувцас өмссөн цэнхэр машин, цагаан алчуураар цэнхэр машинтай.
4829468998.jpg|0|A small group of people enjoy a row on a long canoe down a picturesque river .|Жижиг бүлгийн хүмүүс хөөрхөн канк дээр зүүдлээд голын эрэг дээр эгнээнд явдаг.
4829470214.jpg|0|An old woman wearing a white shirt and green shorts is standing on a sidewalk .|Цагаан цамц өмсөж, ногоон өнгийн шорт өмссөн хөгшин эмэгтэй явган хүний зам дээр зогсож байна.
4829533753.jpg|0|A man in a green shirt and red sunglasses walks by a cafe in Pescaderia as a woman trails in the background .|Нүдний ногоон цамц, улаан нарны шил, улаан нарны шил нь Кескадериа дахь кафе хамт кафед гардаг.
4829586088.jpg|0|Older white male in a pig 'n' whistle white t-shirt polishes his sunglasses while looking at traffic .|Хөгшин цагаан арьст цагаан арьст эрэгтэй цагаан арьстнуудын цагаан арьстнуудын цагаан цагаан футболк нь замын хөдөлгөөнийг харж байхдаа нарны шилээ өнгөлдөг.
48296039.jpg|0|There are four males standing and washing dishes in a kitchen with their back to the room .|Дөрвөн эрчүүдийг өрөөндөө буцааж өрөөнд орж, аяга таваг угааж, аяга таваг угаадаг.
48296285.jpg|0|Two men one in a red shirt and the other wearing a yellow shirt are in a lab .|Улаан цамцтай хоёр эрэгтэй, нөгөө нь шар цамц өмссөн, нөгөө нь шар цамц өмссөн байна.
