image_name|comment_number|comment|Translated Comment
6020763700.jpg|0|A woman in a plaid shirt looks at a box of food while another woman to her left in a blue shirt is texting on her phone .|Пласгар цамц өмссөн эмэгтэй нь хайрцагт байгаа нэг хайрцагтай, цэнхэр цамцанд үлдээсэн нэг эмэгтэйг харцаар хардаг.
6021205363.jpg|0|A group of women , dressed in safety gear , are on rollerskates and skating in front of a large group of people .|Аюулгүй байдлын араа өмссөн эмэгтэйчүүдийн бүлэглэл,
6022108522.jpg|0|Two ladies in tank tops are singing into a microphone , they both have dark hair and one is white and the other African American .|Танкны оройд хоёр эмэгтэй микрофон дуулж байна, тэд хоёулаа харанхуй үстэй, нөгөө нь цагаан, нөгөө нь цагаан өнгөтэй.
6022784716.jpg|0|Two divers in water looking at large bolts on a piece of equipment above the waterline .|Усны шугамын дээгүүр байгаа тоног төхөөрөмжийн том боолтыг харахад хоёр шумбах.
6025897064.jpg|0|a guitarist with a black shirt on stage playing guitar and singing|Тайзан дээр хар цамцтай хар цамцтай гитар, дуулж байна
602612183.jpg|0|A group of Indian women are in a factory making clothes , sitting in front of old fashioned sewing machines .|Энэтхэг эмэгтэйчүүдийн бүлэг нь үйлдвэрт хувцас үйлдвэрлэж, хуучин загварлаг оёдлын машинуудын өмнө сууж байв.
602723055.jpg|0|Four people sit and listen to a woman in a blue scoop neck talk with two bystanders in the background .|Дөрвөн хүн суугаад, эмэгтэй хүний цэлмэг хүзүүтэй эмэгтэйг хоёр хүн ар араасаа ярьдаг.
6028997083.jpg|0|Two men with glasses are sitting in the dark facing each other both on computers .|Нүдний шил бүхий хоёр эр Харанхуйд бие биенээ нүүрэн дээр нь сууж байна.
6029705375.jpg|0|A woman is cycling on the pavement next to the beach on an interesting construction with three wheels and a fake horse in front .|Эмэгтэй хүн гурван дугуй, хуурамч морьтой, урд талын хуурамч барилгын хажууд далайн эрэг дээрх хучилтанд дугуй унаж байна.
6029710737.jpg|0|A group of teenagers are standing in front of some tents , most of them are holding skateboards .|Өсвөр насныханд бүлэг хүмүүс зарим майхны өмнө зогсож байна, ихэнх нь тэшүүрээр тэшүүрээр явдаг.
6029713765.jpg|0|Many people gathered on four little white boats and are going down a waterway in between two houses .|Олон хүмүүс дөрвөн жижиг цагаан завин дээр цугларч, хоёр байшингийн хооронд усан зам дээр унаж байна.
6030269328.jpg|0|A man wearing a light blue shirt and a woman with a black and white blouse are sitting at a table , behind an ornate fence with some vines attached to it .|Хөнгөн цэнхэр цамц өмссөн эр, хар, цагаан өнгийн цамц өмссөн эмэгтэй ширээн дээр сууж байна.
6031795624.jpg|0|The tourists are out on the river in Italy , the man in the black and white striped shirt will tell them about the seine .|Жуулчид Италид гол дээр гарч ирэв, хар, цагаан судалтай цамц нь Сенийийн талаар тэдэнд хэлэх болно.
6032152087.jpg|0|A man tends to his laptop in what appears to be a slideshow of sorts .|Эрэгтэй хүн төрөлхтний слайд юм шиг харагдаж байна.
6032301402.jpg|0|An older man with a gray beard , wearing jeans , a short-sleeve shirt , white hat and sunglasses is holding something up while standing in a field of wildflowers .|Саарал сахал бүхий хөгшин хүн, жинсэн өмд өмсөж, богино ханцуйтай цамц, цагаан малгай, цагаан малгай, нарны шил, нарны шил нь зэрлэг цэцэгс дээр зогсож байхдаа ямар нэгэн зүйлийг барьж байгаа юм.
6032303452.jpg|0|A man in a straw hat kneels to inspect a flower in the country .|Сүрэл малгай өмссөн хүн өвдөг сөхрөөр өвдөглөв.
6033533190.jpg|0|An individual wearing a beanie and a blue coat stands hunched over suitcases of various items , including cameras and scissors , on the sidewalk .|Beanie өмссөн хүн, цэнхэр өнгийн цув өмссөн хүн, явган хүний зам,
6034056358.jpg|0|Amid a group of blue-uniformed workers wearing hard hats and life jackets , a person is being pulled out of the water onto a ship , apparently having rescued another person .|Хатуу жигд ажилчдын бүлэгт хатуу малгай, амьдралын хүрэм өмсөж, хүн өөр хүн аврагдсан бол хүнийг усан онгоцоор татан авав.
6034227204.jpg|0|A man sitting alone in meditation in an upscale spa setting .|Дээшлэлийн рашаан дээр бясалгалдаа ганцаараа сууж байв.
6034236935.jpg|0|A person in a large , open room with a wooden floor , balances on just one hand .|Том, нээлттэй өрөөнд модон шалан дээр нэг гар, нэг гараараа тэнцвэржүүлдэг.
603452271.jpg|0|A man holding a red-lidded coffee cup looks on as another man in a brown shirt simultaneously shakes hands and receives a piece of paper from a woman in a pink top .|Улаан өнгийн кофены аягатай нэгэн хүн бор цамцтай нэгэн зэрэг хүрэн цамцтай нэгэн зэрэг харцаар харцаар харагддаг бөгөөд нэг эмэгтэйг ягаан өнгийн дээд хэсэгт аваачиж, эмэгтэй хүнээс ягаан дээд хэсэгт нь хардаг.
60347149.jpg|0|Two men are practicing martial arts while wearing black robes with red stripes ;the man on the left is bald and is using a stick to block the strike thrown by the dark-haired man on the right .|Хоёр хүн улаан судлуудтай хар өнгийн дээл өмсөж байсан тулааны урлагийг дадлага хийж байна. Зүүн талд байгаа хүн баруун талд бараан үстэй хүн шидэгдэж, саваа хааж байгаа юм.
