image_name|comment_number|comment|Translated Comment
2330069984.jpg|0|A male pianist sitting and looking at a beautiful black piano .|Эрэгтэй төгөлдөр хуурч сууж, үзэсгэлэнтэй хар төгөлдөр хуурыг хайж байна.
2330310763.jpg|0|There is a white cow lying down on what appears to be a bridge with several young people standing nearby and a woman dressed in blue walking further down .|Цэнхэр үхэр, ойролцоо, цэнхэр өнгөөр цэцэглэж буй хэдэн залуу хүмүүстэй гүүрэн дээр хэвтэж байгаа бөгөөд цэнхэр өнгөөр хувцасладаг.
2330536645.jpg|0|Six shirtless children are playing in natural water and splashing around .|Зургаан цамцгүй хүүхдүүд байгалийн усаар тоглож, эргэн тойронд эргэлдэж байна.
233066798.jpg|0|Whole families , including children , donned hard hats to observe the rig on the edge of town .|Бүх гэр бүл, түүний дотор, үүнд Хотын ирмэг дээр RIG-ийг ажиглахын тулд хатуу малгай өмсдөг.
2330765551.jpg|0|A man and a woman ride bicycles away from the camera as they traverse a remote area toward undulating hills , with blue sky in the background .|Эрэгтэй, эмэгтэй хүмүүс ар араасаа цэнхэр тэнгэртэй,
2330843604.jpg|0|A girl jumping rope on a sidewalk with a parking garage to the left .|Зүүн талд явган хүний замтай явган хүний зам дээр олс үсэрч байв.
2331094501.jpg|0|Two men kneel on a green and red mat next to each other while various objects hang on racks on a white wall behind them .|Хоёр хүн Ногоон, улаан өнгийн дэвсгэр дээр наалдаж байхдаа Ногоон, улаан дэвсгэр дээр наалддаг.
2331510788.jpg|0|A large gray dog is playing in the deep snow .|Том саарал нохой гүн цасанд тоглож байна.
2331539025.jpg|0|Three males wearing a yellow vest with silver stripes and jeans ; one is digging with an excavator , and two are using shovels .|Мөнгөн судлууд, жинсэн өмд бүхий шар биелэгдэнэ өмссөн гурван эрэгтэй;Нэг нь экскаватороор ухаж, хоёр нь хүрзийг ашиглаж байна.
2331539071.jpg|0|A young man in a hard hat and safety vest sitting in a pickup while another man holds on in the passenger seat .|Хулгайч, аюулгүй байдлын хантаазанд сууж байсан нэгэн залуу.
2331539171.jpg|0|Two men wearing are standing over a sewer access point while wearing safety hat , ear protection and vests .|Аюулгүй малгай өмсөж, чихний малгай, ханыг өмсөж байхдаа хоёр эрэгтэй бохир усны цэг дээр зогсож байна.
233169292.jpg|0|A little girl riding a tricycle , holding hands with another little girl at a street fair .|Дугуй унаж, гудамжны үзэсгэлэнт газартай өөр бяцхан охинтой гар барьж байгаа бяцхан охин.
2331755236.jpg|0|Black heavyset male dressed in brown hood jacket , brown pants and white shirt , playing guitar hero .|Хар цагаан арьстнууд нь хүрэн бүрээс, хүрэн өмд, хүрэн өмд, цагаан цамц өмсөж, гитарын баатар тоглож байна.
2331827016.jpg|0|An equestrian rider in uniform jumps their white horse over a fence .|Дүрэмт багтсан тэнцэх морьтон морьтон нь түүний цагаан морийг хашаандаа үсрэн үсрэв.
2331883719.jpg|0|A group of people wearing coats are having a conversation .|Бүлэг өмссөн хүмүүсийн бүлэг яриа өрнүүлж байна.
233207548.jpg|0|A young man is having his picture taken in front of a picture of an Asian sports team , while a child walks in a ball cap walks in front of the picture .|Залуу эр нь Азийн спортын багийнхаа урд байгаа зурагныхаа урд байгаа бөгөөд хүүхдийнхээ урд алхаж байхдаа зурагны малгайны урд алхаж байна.
2332186035.jpg|0|A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down with her hand in a bag .|Нэг том цув өмссөн эмэгтэйн зураг, хар саарал даашинзтай эмэгтэй хүний гарт байгаа эмэгтэйг нэг эмэгтэйг уутанд харав.
2332390060.jpg|0|A young woman is jumping on a stage with her legs and arms spread wide .|Залуу эмэгтэй хөл, гараараа түүнтэй тайзан дээр үсэрч байна.
233242340.jpg|0|A dog is running down a black and yellow ramp in an obstacle course .|Нохой нь саад тотгорын чиглэлд хар, шар өнгийн налуу зам дээр гүйж байна.
2332540384.jpg|0|A skateboard rides up the ramp and does a trick in midair .|Тэшүүр нь налуу замыг дээшлүүлж, Midair-д заль мэх хийдэг.
2332673042.jpg|0|Two adorable children who were dressed very similar by their mother are enjoying a train ride .|Ээж нь маш төстэй хувцасласан хоёр хөөрхөн хүүхдүүд галт тэрэгний аялалд дуртай байдаг.
233270519.jpg|0|A man in swim trunks hits a ball with a paddle , while on the beach .|Усанд сэлэх хонгилд эрэгтэй хүн бөмбөг, далайн эрэг дээр байхдаа бөмбөгийг цохино.
2332806484.jpg|0|A curly-haired man is talking or possibly debating with a blond-haired man in front of a table .|Муухай үстэй хүн ширээний өмнө шар үстэй үстэй, эсвэл магадгүй шаргал үстэй хүнтэй маргалдаж, магадгүй юм.
2332975167.jpg|0|"Man seated in a uniform that says "" Polizes "" on the shoulder looking out a window with a clipboard , some papers , and a computer in front of him ."|"Мөрөнд нь ""ПОЛИЗИ"" Дүрэмт хувцас өмссөн дүрэмт хувцас нь санах ойтой, зарим баримт бичиг, түүний өмнө компьютер, компьютер."
23329858.jpg|0|Two construction workers working on a decorative window from the inside of an establishment .|Байгууллагын дотроос чимэглэлийн цонхон дээр ажиллаж буй хоёр барилгын ажил.
2332986053.jpg|0|A man in an orange shirt and a blue hard hat smiles .|Улбар шар өнгийн цамц, цэнхэр хатуу малгай инээмсэглэв.
233319956.jpg|0|One woman , with red-hair pulled back in a ponytail , is setting down on a white seat , playing the cello , and has music stands , with music sheets , surrounding her .|Нэг эмэгтэй, улаан үстэй, улаан үсийг буцааж авав.
233327292.jpg|0|A man in a gray suit kneels in front of a woman in a white dress .|Цагаан даашинзтай эмэгтэй хүний өмнө саарал костюм өвдөг сөгддөг.
2333288869.jpg|0|A toppless woman holds hr naked child 's hand while they stand in the ocean waves .|Далайн давалгаанд зогсож байхдаа hrpless hr naked хүүхдийн hr хүүхдийн гарыг барьдаг.
2333584535.jpg|0|A group of sled dogs in harness is standing together in the snow .|Туршлагаас гулссан нохойн бүлэг. Цасанд хамт зогсож байна.
233361142.jpg|0|a black and brown dog staring off into the distance at something|хар, хүрэн нохой ямар нэг зүйл дээрээс ширтэж байв
2333643699.jpg|0|A hirsute man looks in the mirror as he shaves his lathered face .|ХӨГЖҮҮЛЭХ ХЭРЭГЛЭГЧДИЙГ ХУВЬ ХҮНИЙГ ХАМГИЙН ХУГАЦААНЫ ХУГАЦААНЫ ХУВЬЦААГҮЙ БАЙНА.
2333712689.jpg|0|Man in a blue long-sleeve , button down standing in a dark room talking .|Цэнхэр урт ханцуйтай хүн, харанхуй өрөөнд зогсож байна.
2333758916.jpg|0|An older man is wearing a traditional costume , and is walking next to a fence .|Настай хүн уламжлалт хувцас өмсөж, хашааны хажууд алхаж байна.
2333816000.jpg|0|The man climbing the rock is wearing a blue helmet .|Чулууг авирч буй хүн хөх дуулга өмсдөг.
2333975414.jpg|0|A group of women dancing on a stage with pompoms .|Помпомтой тайзан дээр бүжиглэж буй бүлэг эмэгтэйчүүд.
2334045755.jpg|0|A man wearing jeans and no shirt is midair doing a kick flip on a skateboard .|Жинсэн өмд өмсөж, цамц өмсөөгүй хүн бол Midair нь тэшүүр дээр цохилт хийж байна.
2334257670.jpg|0|Asian guy with a red shirt and white shorts serving or attacking a badminton hit .|Бадминтон цохисон, улаан цамц, цагаан өнгийн шорт, цагаан өнгийн шорт.
2334774767.jpg|0|A man dressed in black is bowling in an attempt to knock down the last pin at a bowling alley .|Хар хувцас өмссөн эр боулингийн зам дээр сүүлчийн зүүг тогшихыг хичээдэг.
2334933071.jpg|0|A woman is walking up a staircase surrounded by some sort of concrete structure .|Эмэгтэй хүн зарим төрлийн бетонон бүтэцтэй хүрээлэгдсэн шатаар алхаж байна.
2334933083.jpg|0|A person wearing a striped skirt and head covering is walking with a bowl on her head while a child follows behind .|Судалтай банзал өмссөн хүн, толгойн хучигдсан хүн толгой дээрээ арагшаа алхаж байна.
2334983049.jpg|0|A man in a striped shirt and lady in a black hat are watching a young band perform on stage .|Хар малгай, хар малгай өмссөн цамц, бүсгүйтэй хүн.
2335017036.jpg|0|Two chefs trying to figure out how to prepare the meal .|Хэрхэн хоолоо хэрхэн бэлдэхийг хичээх гэж хоёр тогооч.
2335071959.jpg|0|Men are standing around an area that is unknown from the picture , but there is a lot of water .|Эрэгтэйчүүд зурагнаас үл мэдэгдэх газар нутгийг тойрон зогсож байна, гэхдээ маш их ус байдаг.
2335129954.jpg|0|A boy is running into the yard where all the pigeons are and scaring them off .|Хөвгүүн нь бүх тагтаа, тэднийг айлгаж, тэднийг айлгадаг хашаанд гүйж байна.
2335150014.jpg|0|Two men are looking at a vendor 's booth which has bamboo shoots leaning on it .|Хоёр хүн хулс найлзуурыг найлзуурдаж байгаа борлуулагчийн лангууг харж байна.
2335170310.jpg|0|A young lady dressed in a black blouse and skirt posing for a picture .|Хар цамц, банзал өмссөн залуу цамц, банзал зураг авах.
2335428699.jpg|0|Five children jump on a large trampoline while the snow outside melts .|Таван хүүхэд хайлж байхад том трамплин дээр үсэрч байв.
2335504881.jpg|0|Three painters in all white are painting over a building covered in red and black graffiti .|Бүх цагаан зураасанд гурван зураач улаан, хар граффитид хучигдсан барилгууд дээр зурдаг.
2335511314.jpg|0|two black people in a canoe casting a fishing net into a body of water with a forest in the background .|Кано загасны торонд загас барих торыг арын хэсэгт устай усаар дүүргэж байв.
2335524364.jpg|0|A person with a red cap and a white jacket is walking across a street with several other people .|Улаан малгайтай хүн, цагаан хүрэм, бусад хэд хэдэн хүнтэй гудамжаар алхаж байна.
