image_name|comment_number|comment|Translated Comment
1570065565.jpg|0|Two chefs in white are working in the kitchen , while a woman sits at a nearby counter .|Цагаан дээр хоёр тогооч гал тогооны өрөөнд ажиллаж байхдаа эмэгтэй хүн ойролцоох тоолуур дээр сууж байна.
1570083074.jpg|0|An Asian woman and two men ( one Asian and one white ) are playing cards in the hallway of a train .|Азийн эмэгтэй, хоёр эрэгтэй (Ази, нэг нь нэг цагаан, нэг цагаан) галт тэрэгний танхимд хөзөр тоглож байна.
1570723692.jpg|0|Two little dogs are lying on the green grass and a larger dog looks down on them .|Хоёр бяцхан нохой нь ногоон өвс дээр хэвтэж, том нохой тэднийг доош харав.
157139628.jpg|0|Man with white covering on is face spraying water on a mound of sand with a heart drawn that says open up .|Цагаан бүрхэвчтэй хүн бол нээлттэй гэж хэлдэг зүрхний дээл дээр ус цацаж байна.
1571528274.jpg|0|A group of people in what appears to be traditional Scottish clothing are pictured midair during some kind of dance .|Уламжлалт Шотландын уламжлалт хувцас нь ямар нэгэн төрлийн бүжгийн үеэр дундуур зурагдсан байдаг.
1571875240.jpg|0|Two boys are helping a middle-aged man put the groceries onto the conveyor belt .|Хоёр хөвгүүд дунд насны эр хүнд тусалж байна.
157192048.jpg|0|A man in a black jacket in jeans takes a photograph of a man posing on the street in a silver suit .|Хүн жинсэн өмд өмссөн хүн бол Гудамжинд мөнгө шилжсэн хүний зургийг авчирдаг.
1572227770.jpg|0|A woman is holding some tissue and appears to be wet from the head ; she is being consoled by a male friend wearing a blue shirt .|Нэг эмэгтэй зарим эдийг барьж, толгойноос норно;Тэрбээр цэнхэр цамц өмссөн эрэгтэй найзынхаа төлөөч байна.
1572286502.jpg|0|A small child climbing on an elevated net|Өндөрт өндөрт авирсан жижиг хүүхэд
157245265.jpg|0|Asian children dressed in red and yellow , and wearing black knee pads , rollerskate outdoors over vast , shiny tile .|Азийн хүүхдүүдийг улаан, шар өнгийн хувцас өмсөж, хар өвдөгний дэвсгэр өмсөж, гялалзсан, гялалзсан цэврүүтний гадаа байрладаг.
1572532018.jpg|0|A little boy in red shorts , a boy in a black Speedo , and a boy in gray shorts are all running on the beach .|Улаан өнгийн шорт, хар хурдтай хүү, нэг хүү, саарал шортонд байгаа хүү бүгд далайн эрэг дээр гүйж байна.
1573017288.jpg|0|A young girl with a heart tank top raises her hands as she slides .|Зүрхний танктай залуу охин түүний слайд шиг гараа өргөв.
157308126.jpg|0|Three people in various stages of swimming strokes race along colorful lane markers .|Усанд сэлэх тэмцээний гурван хүн тулалдах шатны уралдаан өнгөтэй.
157397733.jpg|0|A group of people in red uniform jackets and black pants are standing in straight rows .|Улаан жигд хүрэм, хар өмд, хар өмд нь шулуун эгнээнд зогсож байна.
