image_name|comment_number|comment|Translated Comment
319821310.jpg|0|A man standing by a boat at a dock surrounded by rocky terrain and water and two other boats .|Чулуу нутаг, ус, нөгөө усан онгоцоор хүрээлэгдсэн завин дээр зогсож байсан хүн.
3198231851.jpg|0|The two dogs in striped sweaters are outside in the snow with a red toy in front of them .|Судалтай цамцтай хоёр нохой нь цастай байдаг.
3198237818.jpg|0|A man in a Speedo and a blond woman in a black and white bikini walk on a crowded beach .|Хар ба цагаан өнгийн далайн гахайнууд, шар өнгийн бикини, шаргал бикини хоёр хүн хөл хөдөлгөөн ихтэй далайн эрэг дээр алхдаг.
3198247669.jpg|0|A person is standing in shallow water with a fishing net as the sun goes down .|Хүн нар мандах тусам загас агнуурын тороор гүехэн усанд зогсож байна.
319847643.jpg|0|One boy who has a funny expression on his face has his hands up by his head and is looking through a hole .|Түүний нүүрэн дээр инээдтэй илэрхийлэл хийсэн нэг хүү түүний гараа толгойгоороо гарч, нүхээр харж байна.
319847657.jpg|0|A girl in a purple shirt is has pulled someone else 's white shirt over their head .|Нил ягаан цамцтай охин нь өөр хэн нэгний цагаан цамцыг толгой дээр нь татаж авав.
319851847.jpg|0|The fellow with the chainsaw and brown coveralls is carving a statue with a chainsaw .|Гиншус, хүрэн бүрхэвчтэй хамт байгаа хүн нь хөшөөг бүхий хөшөөг сийлбэр хийдэг.
3198668255.jpg|0|A hurdler is in mid-stride while preparing to leap the hurdle on the track .|Зам дээр саад тотгорыг үсрэхэд бэлдэж байгаа Hurtler дунд дундуур явж байна.
319869052.jpg|0|A person stands next to a rock monument with his hand near his head .|Хүн толгойныхаа ойролцоо хадны хөшөөний хажууд зогсож байна.
319870744.jpg|0|A hiker is sitting on the ground looking towards the snow covered mountains .|Хикер цасаар бүрхэгдсэн уул руу чиглэсэн газар газар сууж байна.
3198962089.jpg|0|A snowboarder grinds a wooden box over a melted patch of snow .|Цасан урлалчин хайлсан цасаар модон хайрцгийг нунтаглана.
319938879.jpg|0|A person in a blue sweatshirt replaces letters in a theater marquee using a long pole .|Цэнхэр цамц өмссөн хүн захиа нь урт туйлыг ашиглан театрын Marquee-д бичдэг.
3199460792.jpg|0|Two dogs are competing for an object in one 's mouth nearby a beach .|Хоёр нохой нь далайн эрэг дээр нэг нь далайн эрэг дээр нэг объектод өрсөлдөж байна.
3199600309.jpg|0|A person helping a toddler with red pants walk through the snow .|Улаан өмдтэй хамт хүүхдийг цасаар алхаж буй хүнд тусалдаг хүн.
3199645963.jpg|0|A man with a beard and a woman in a red shirt sitting in lawn chairs in front of tents .|Баавгай, улаан цамцтай, майхны сандал дээр
3199895624.jpg|0|A man and a woman wear dark colored shirts in a beige room with a moniter in the background .|Эрэгтэй, эмэгтэй хүн ба арын хэсэгт манжин өрөөнд бараан өнгийн цамц өмсдөг.
3200120942.jpg|0|a snowboarder jumping in the air with a person riding a ski lift in the background|Цэнэглэгч нь цанаар гулгаж буй хүний цанаар гулгаж байгаа хүнтэй хамт агаарт үсэрч байв
320093980.jpg|0|A woman wearing a black scarf makes a face as a dog tries to lick her .|Хар ороолт өмссөн эмэгтэй нохой түүнийг долоохыг хичээдэг.
