image_name|comment_number|comment|Translated Comment
3642088668.jpg|0|A stewardess on an airplane pushes a cart down the center isle , looking carefully so as not to bump any of the passengers .|Нисэх онгоцонд суусан ажилтан нь төвийн арлын боомтыг боомтоор түлхэж, зорчигчдын аль нэгийг нь цохихгүй байхын тулд анхааралтай ажиглаарай.
364213568.jpg|0|One white and tan dog is chasing another white and brown dog who has a toy in its mouth .|Нэг цагаан, тан нохой амандаа тоглоомонтой, нэг цагаан, бор нохойг хөөж байна.
3642220260.jpg|0|Black dog walking on the beach after swimming in the ocean .|Далайд усанд сэлсний дараа далайн эрэг дээр явж буй хар нохой.
36422830.jpg|0|A red jeep hangs from the edge of a rocky cliff as a girl looks on .|Охидын харцаар чулуурхаг хавцлын ирмэгээс өлгөөтэй байв.
3642570796.jpg|0|A woman in a multicolored top is walking down the street and holding a black purse while talking on her phone .|Олон өнгийн дээд хэсэгт байгаа эмэгтэй гудамжаар явж, утсаар ярьж байхдаа хар түрийвч барьж байна.
3642604708.jpg|0|A boy toddler play outside on a clothes rack full of tied dye shirts .|Хөвгүүн хөвгүүн нь уялдаатай будгийн цамцаар дүүрэн хувцасны тавиур дээр тоглодог.
364282261.jpg|0|A man in jeans and a tea shirt is scrubbing an area of the floor with a blue bucket and yellow ladder nearby .|Жинсэн жийнс, цайны цамц, цайны газар шалан дээрх талбайг цэнхэр хувин, шар шатаар хусаж байна.
3643021980.jpg|0|A young girl in a baby pink outfit poses for the camera while holding onto a jungle gym in a playground .|Хүүхдийн ягаан өнгийн хувцас өмссөн залуу охин нь тоглоомын талбайд ширэнгэн ойд барьж байхдаа камерт байрладаг.
3643022155.jpg|0|A woman who is holding a bright pink purse and has sunglasses clipped to her shirt is leaning against a wall .|Хурц ягаан түрийвч барьж байгаа эмэгтэй, нарны шил нь цамцныхаа тууралттай байв.
3643074723.jpg|0|A boy laying on a sitting swing , face down , wearing a hat backwards .|Хөвгүүн дүүжин дээр хэвтэж, нүүрээ доош нь тавиад малгай өмсдөг.
3643087589.jpg|0|A small light tan dog is running past a large brown dog standing in the grass .|Жижигхэн гэрлийн тан нохой өвс дээр зогсож байгаа том хүрэн нохой өнгөрсөн байна.
3643175169.jpg|0|A man wearing a white shirt and black pants balances at the top of a red ladder as it leans against a brick building .|Цагаан цамц, хар өмдний дээд хэсэгт улаан өмд өмссөн хүн улаан өнгийн дээд хэсэгт байрладаг.
3643503169.jpg|0|A mother naps on the beach next to her also-sleeping infant .|Ням гарагийн хажууд байхдаа далайн эрэг дээрх эх нь нойрмоглодог.
3643666111.jpg|0|A Texas baseball player catches the ball as the ,  12 player from the opposite team slides into base with an umpire standing by , ready to make the call .|Техасын бейсболын тоглогч бөмбөгийг бөмбөгөнд 12 тоглогч, дуудлагыг дээш нь зогсож, дуудлага хийхэд бэлэн байна.
3643666619.jpg|0|A guy in a red cap is standing on wooden beams and using a net to pulling something .|Улаан малгайтай залуу модон цацраг дээр зогсож, торыг нь татахын тулд тор хэрэглэж байна.
3643684044.jpg|0|Four people are sitting at a table , with microphones and bottles of water in front of them .|Дөрвөн хүн ширээн дээр сууж, микрофон, урд талын усаар угаана.
3643684616.jpg|0|Women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing .|Эмэгтэйчүүд хар, нүдний шил зүүж буй цэнхэр өнгийн микрофон, түүний бичсэн өөр эмэгтэйтэй цэнхэр үзүүртэй микрофон өмсдөг эмэгтэй.
3643684688.jpg|0|A group of four men sits at a table on a platform before an audience in a darkened room .|Дөрвөн эрчүүд харанхуй өрөөнд үзэгчиддээ платформ дээр тавиур дээр сууж байна.
364369665.jpg|0|A man wearing an orange jacket , a ski cap , goggles and a backpack stands on what appears to be solid blue ice .|Улбар шар өнгийн хүрэм өмссөн эр, цанын малгай, цанын малгай, нүдний шил, үүргэвчин нь хатуу цэнхэр мөс шиг харагдаж байна.
3643807095.jpg|0|Two rodeo guys in flame shirts and jeans try to subdue a dark brown bull in the rodeo ring .|Галын цамц, жинсэн өмд, жинсэн өмд, жинсэн өмд, жинсэн өмд нь Rodeo цагирган дахь бараан хүрэн бухыг судлахыг хичээдэг.
3643971203.jpg|0|Two men in blue suits carrying black briefcases walk into the entrance of Saint Peter 's Church .|Black Bestcass-д хоёр эрчүүд хар өнгийн товчлуурууд нь Гэгээн Петрийн сүмийн үүдэнд алхаж байв.
3643974707.jpg|0|A child stands in silhouette under an old stone arch on a red tile floor .|Хүүхэд хөгшин чулуун нуман дор хуучин чулуун нуман хаалган дээр зогсож байв.
3643981804.jpg|0|A Dallas man in a hat reaches up to realtor signs on a brick wall , advertising Trees and the Gypsy Tea Room .|Далласын Даллас Хүн бүр тоосгон хана, сурталчилгааны мод, цаамийн мод, цаамийн өрөөнд хүрч байна.
3644136054.jpg|0|A man wearing blue is biking on a long , empty , road with grass on either side .|Цэнхэр хувцас өмссөн эр урт, хоосон, хоосон, хоёр талд нь өвсөөр дугуй унаж байна.
3644142276.jpg|0|Two children kick each other while being suspended from the ceiling .|Таазнаас түр зогсоод байхдаа хоёр хүүхэд бие биенээ өшиглөдөг.
3644469632.jpg|0|A man standing in water at the beach , is wearing a pale blue , long-sleeved shirt and a woven hat , and pulling netted fabric from the water .|Далайн эрэг дээр зогсож байгаа хүн цайвар цэнхэр, урт ханцуйтай цамц, нэхмэл малгай өмсөж, цэвэрлэсэн даавууг уснаас гаргаж авдаг.
3644668446.jpg|0|One woman in a black dress and another one in a gray tank top and green shorts are walking on the street somewhat crowded with people .|Хар даашинзтай нэг эмэгтэй, нөгөө нь саарал савны дээд, ногоон шорт, ногоон шорт нь гудамжаар алхаж байна.
3644690490.jpg|0|a middle-aged man wearing a cowboy hat and blue jeans is chasing after a sheep with a kid attached on the side|Ковбой малгай, цэнхэр жинсэн өмд өмссөн дунд насны хүн, цэнхэр жинсэн өмд нь хажуу тийшээ хавсаргасан хүүхэдтэй хамт хонины дараа хөөгддөг
3644941648.jpg|0|A man is bouncing on a trampoline next to tall buildings and a church .|Эрэгтэй хүн өндөр барилга, сүм, сүмийн хажууд трамплин дээр үсэрч ирдэг.
3644945293.jpg|0|Five women inside a room while two are holding something in their hands while sitting and the other three are talking .|Хоёр эмэгтэй дотор таван эмэгтэй сууж байхад сууж байхад хоёр хүн гар дээрээ сууж, нөгөө гурав нь
3645080830.jpg|0|This rooftop skateboarder flies high doing a trick to impress his friend .|Энэхүү саравч нь найзыгаа сэтгэгдэл төрүүлэхийн тулд тэшүүрээр төгс төгөлдөр юм.
3645134768.jpg|0|A band with four members , one female , plays for a small audience .|Дөрвөн гишүүнтэй хамтлаг, нэг эмэгтэй, нэг эмэгтэй, жижиг үзэгчид тоглодог.
3645162492.jpg|0|a blond child on a horse riding uniform carrying a teddy bear riding a donkey or pony .|Морин дээр шаргал үстэй, эсвэл илжиг, одой морьтой,
36451757.jpg|0|Two men with brown shirts on and a woman are outside with two black dogs .|Браун цамцтай хоёр эрэгтэй, эмэгтэй хүн хоёр хар нохойтой байдаг.
3645350123.jpg|0|A woman with a large pink hula hoop grins at the camera while wearing a black and gold skirt and black and white top in front of a crowd of onlookers .|Том ягаан Hula Hop-ийг хар, алтан банзал өмсөөд хар, алтан банзал өмсөж, хар, цагаан өнгийг хар, хар, цагаан өнгөөр сонгоорой.
364542005.jpg|0|Cars covered in snow with a man walking with a snow plow on the sidewalk in front of the snow covered vehicles .|Цасаар хучигдсан тээврийн хэрэгслийн урд талын явган хүний зам дээр цасан зам дээр цас орж буй машинууд цасаар бүрхэгдсэн машинууд.
