image_name|comment_number|comment|Translated Comment
7253781238.jpg|0|A red-haired girl is jumping in the air with a skateboard near her feet .|Улаан үстэй охин хөлнийхөө ойролцоо тэшүүрээр тэшүүрээр үсэрч байна.
725722798.jpg|0|Man breakdancing while trying to push himself off the ground , while his legs are in the air and hands and head on the floor .|Хүн өөрийгөө доошоо түлхэх гэж оролдож байхдаа хөлөө дээшлүүлж, хөл, гар, толгой дээр гар, толгой дээр нь тавь.
7258153438.jpg|0|Two workers in reflective vests are taking a break and sitting down .|Гэрийн тусгал хантааз дахь хоёр ажилчин завсарлага авч, сууж байна.
7258326556.jpg|0|A man is using a sledgehammer to hammer a ring onto a barrel .|Эрэгтэй хүн нэг баррель дээр бөгж алхахаар алхаж байна.
7258741300.jpg|0|Girl on a street using a hula hoop , with three people in the background .|ГЭР БҮЛИЙН ГЭР БҮЛИЙН ГЭР БҮЛИЙН ГЭР БҮЛИЙН ГЭР БҮЛИЙН ГАЗРЫН ТУХАЙ.
7259436202.jpg|0|An elderly gentleman displays that he still has n't lost his knowledge of how to operate , with just a couple of horses and an old plow , free of automation .|Ахмад настан жентлмен нь түүнийг хэд хэдэн морь, хуучин анжисгүй, хуучин анхан шатны болон автомашиных нь ямар ч асуудалтай тулгарч байгаа юм.
7260628852.jpg|0|Two men wearing traditional Finnish clothing dance while a woman , also wearing traditional Finnish clothing , watches and claps for them .|Эмэгтэйчүүдийн уламжлалт Финляндын хувцас өмссөн хоёр эрэгтэй, эмэгтэй хүний хувьд уламжлалт Финлянд, цаг,
7261359916.jpg|0|Three guys in military clothing dig a hole in the desert with shovels .|Цэргийн хувцастай гурван залуу цөлд хүрхрээтэй нүх ухаж байна.
7261544530.jpg|0|A man in a military uniform is sitting at a desk speaking into a walkie-talkie .|Цэргийн дүрэмт хувцастай хүн явган хүний ярианд ярьж байгаа ширээн дээр сууж байна.
7263168156.jpg|0|A man wearing army camouflage stands behind the steering wheel of the vehicle he is operating .|Армийн өнгөлгөөг өмссөн эр өмссөн хүн ажиллаж байгаа тээврийн хэрэгслийн жолооны хүрдний ард зогсож байна.
726414.jpg|0|A skydiver hangs from the undercarriage of an airplane or some sort of air gliding device .|Skydiver нь онгоцны доорх эсвэл агаарын гулсуурын төхөөрөмжөөс өлгөөтэй байдаг.
