image_name|comment_number|comment|Translated Comment
4751249553.jpg|0|A female in a group of three of three adult females is holding a young female by her hand .|Насанд хүрэгчдийн гурваас гурвын гурвын гурвын гурвуулаа эмэгтэй хүн гараараа залуу эмэгтэйг барьж байна.
4751250311.jpg|0|A man strolling down the sidewalk wearing a red shirt and jeans .|Улаан цамц, жинсэн өмд өмссөн явган хүний зам дээр алхаж буй хүн.
4751332425.jpg|0|A blond with sunglasses and several necklaces is holding the phone up to her ear .|Нарны шил бүхий шаргал өнгөтэй шаргал, хэд хэдэн хүзүүний зүүлт нь утсыг чихэнд нь барьж байна.
4751394653.jpg|0|An Asian lady in a red shirt sits alone in a street market with bowls of fresh vegetables lined in front of her .|Улаан цамцтай Азийн хатагтай, түүний урд талын нэг аягатай аягатай хамт гудамжны зах зээл дээр суудаг.
4751592213.jpg|0|Four people are riding in a bright orange boat wearing life vests and white helmets .|Дөрвөн хүн амьдралын гэрэл, цагаан дуулга өмссөн тод улбар шар өнгийн усан онгоцоор явж байна.
4751647247.jpg|0|A slender young caucasian female walks while listening to music through her headphones and iPod during a bright sunny day .|Нарны нартай өдөр чихэвч, ipod-ийг сонсож байхдаа зөөлөн залуу Кавказ, ipod-ийг сонсдог.
4751650255.jpg|0|vendors selling flowers and other goods at an outdoor market|Гаднах зах зээл дээр цэцэг, бусад бараа бүтээгдэхүүн зарж борлуулдаг худалдаачид
4751764329.jpg|0|Emergency Medical Teams working to help a man involved in an automobile accident .|АВТОМАШИНГИЙН АЖИЛЛАГААНЫ АЖИЛЛАГААНЫ АЖИЛЛАГАА АЖИЛЛАГААНЫ АЖИЛЛАГААНЫ АЖИЛЛАГААНЫ АЖИЛЛАГААНЫ АЖИЛЛАГАА.
4751888524.jpg|0|A woman walking down the street wearing a yellow shirt , blue jeans , and black high heeled sandals .|Гудамжинд явж буй эмэгтэй шар цамц, цэнхэр жинсэн өмд, цэнхэр жинсэн өмд, хар өндөр өсгийтэй шаахайн өмсдөг эмэгтэй.
4751891140.jpg|0|Two women walking down the street while one is chatting on the phone .|Нэг хүн гудамжинд алхаж байхдаа гудамжинд алхаж байна.
4751932433.jpg|0|Two men wearing white coats and standing next to sheet talk to each other while a woman wearing a wicker hat and a white coat stands with sheep looks at a woman in a white coat and a man wearing a white coat and white hat both standing next to sheep .|Цагаан цув өмссөн хоёр эрийг өмсөж, Хуудасны хажууд зогсож байхад хонины малгай, цагаан цув өмссөн эмэгтэй, цагаан цув, цагаан цув, цагаан цув өмссөн эмэгтэй, цагаан цув, цагаан малгай өмсдөг эмэгтэйхонь.
4752074240.jpg|0|Two nuns , one with paper in her hand , and the other holding a bag .|Хоёр гэлэнмаа, гартаа цаасан дээр, нөгөө нь цүнх барьдаг.
4752074992.jpg|0|A woman with black hair wearing a purple jacket , white shirt and blue jeans is carrying several wooden boxes down a city street .|Нил ягаан хүрэм, цагаан хүрэм, цагаан цамц, цэнхэр жинсэн өмд, цэнхэр жинсэн өмд нь хотын гудамжинд хэд хэдэн модон хайрцаг авч явдаг.
4752196886.jpg|0|There is a lady in a blue top and black pants doing exercise with two other women .|Цэнхэр дээд, хар өмд нь бусад хоёр эмэгтэйтэй дасгал хийдэг эмэгтэй байдаг.
4752206307.jpg|0|A gentleman has found a brick ledge suitable for lying down and closing his eyes .|Эрхэм хүн нүдээ аньж, нүдээ аньж, нүдээ анихад тохиромжтой тоосгон олджээ.
4752211909.jpg|0|A young man with a blue striped shirt holding his shoulder bag in his lap with his head propped up on his hand where he is sitting in front of heavy gate with gold and purple colors .|Хөхний цүнхтэй нэг залуу мөрний цүнхтэй, толгойтойгоо алтан, нил ягаан өнгийн хаалганы урд сууж байсан залуу.
4752283706.jpg|0|Many outside vendors located on a street with many people shopping , and at least two security men looking at the crowd .|Олон хүмүүс дэлгүүр хэсэх, олон хүн дэлгүүр хэсдэг, дор хаяж хоёр аюулгүй байдлын хүмүүс
4752463128.jpg|0|A group of office workers sit in chairs in a circle and talk with each other .|Оффисын ажилчдын бүлэг нь сандал дээр сууж, хоорондоо ярилцаж, бие биетэйгээ ярилцдаг.
4752482394.jpg|0|A woman wearing headphones enjoys her coffee while writing on a notepad .|Чихэвч өмссөн эмэгтэй кофе дээр бичсэн байхдаа кофегоо эдэлдэг.
4752489179.jpg|0|Two young people in white shirts and black shorts walking over a river bed .|Цагаан цамц, хар шорт нь голын оронд алхаж байв.
4752537082.jpg|0|A man without a shirt is working on top of a building with scaffolding attached .|Цамцгүй эр хүн хуссан хутгууртай байшингийн дээд талд ажиллаж байна.
4752721674.jpg|0|Cameras set up on tripods along the side of a road barrier .|Замын саад бэрхшээлийн хажуугийн хажуугийн камерууд дээр CAMERAS дээр тавигдсан.
4752790409.jpg|0|A student in the background with a book under their arm another student sitting with a puzzle look on her face has though she is puzzled .|Гаран дээрх оюутан, гараа өөр оюутны доор байрлуулсан оюутан түүний нүүрэн дээр сууж байгаа юм.
4752799475.jpg|0|Brown-haired girl wearing a green tank top , talking on a cellphone .|Ногоон танк өмссөн бор үстэй охин Ногоон савны дээд өмссөн, гар утсаар ярьж байна.
4752874127.jpg|0|A man in black and a man wearing makeup perform together .|Нүүр будалт өмсдөг хүн хар, эрэгтэй хүн хамтдаа хийдэг.
47529535.jpg|0|An african child carries an infant in swaddling cloth on her back .|Африкийн хүүхэд нуруун дээр нь наалдаж буй даавуугаар нялх хүүхэд авчирдаг.
4752961136.jpg|0|A man is helping his daughter with her shoes , by a swimming pool .|Эр хүн охиндоо хөлөөрөө усан бассейнд тусалдаг.
4752984291.jpg|0|A woman dressed all in white with a white hat is standing behind a tennis net wielding a blue tennis racket .|Цагаан малгай бүхий цагаан малгай өмссөн эмэгтэй бүгд цэнхэр малгайтай теннисний цэвэр теннисний цаана зогсож байна.
4753058300.jpg|0|A man with brown hair walking his bicycle across the street .|Хүрэн үстэй, гудамжаар унадаг дугуйгаар алхаж буй хүн.
475313618.jpg|0|Girl with crossed arms stands in stone corridor , seated figure in background .|Гол хөндлөн гартай охин нь чулуун коридор, арын дэвсгэр дээр байрладаг.
475317104.jpg|0|A teenage girl stands in a large industrial garage with two boys sitting in the background .|Өсвөр насны охин арын дэвсгэр дээр сууж буй хоёр хүүтэй том үйлдвэрлэлийн гаражид зогсож байна.
4753175787.jpg|0|Brunette woman in a pink tank top with sunglasses is laughing while holding a cup .|Нарны шилэн дээр гялалзсан эмэгтэйн түншийн түнтэй эмэгтэй.
4753414852.jpg|0|A woman tending to some flowers in front of a large public building .|Нийтийн томоохон байшингийн урд цэцэг ургадаг эмэгтэй.
4753433895.jpg|0|A girl with a white shirt , sunglasses , and a lei standing behind a table with items on top of it , with a few people in front said table .|Цагаан цамц, нарны шил бүхий охин, lei нь lei-ийн ард, урд талд нь ширээн дээр байрладаг.
4753498346.jpg|0|A man in a black shirt is holding a piece of corn over something .|Хар цамцтай хүн нэг зүйл дээр эрдэнэ шиш барьж байна.
4753637884.jpg|0|On a city street , several people are present , many of them talking and wearing casual outfits , including a man with white pants at the front of the picture who is walking with his back to the camera with a Canadian flag opened and draped down his back .|Хотын гудамжинд, хэд хэдэн хүн оролцож, олон хүн орж, канадын далбаагаа камераар явж, арагшаа явж, араар нь байрлуулж байсанБайна уу.
4753970630.jpg|0|A young person wearing a pink one-piece swimsuit and goggles about to complete a leap into a swimming pool .|Усан бассейнд үсэрч болох ягаан өнгийн сэлүүр, нүдний шил зүүсэн залуу хүн.
4754011554.jpg|0|a bike is on its side in the middle of the road , and firefighters are talking to a man sitting on the curb|Дугуй нь замын голд байдаг, гал сөнөөгчид, гал сөнөөгч нь зам дээр сууж байгаа хүнтэй ярьж байна
4754012569.jpg|0|An old woman in a pink shirt is leaning over an item-filled table and exchanging money with a man who is wearing a black and sleeveless shirt and holding a book under his arm .|Ягаан өнгийн цамц өмссөн хөгшин эмэгтэй нь бараагаа дүүргэсэн хүснэгтэд бөхийж, хар, ханцуйгүй цамц өмсөж, гараараа ном солилцож байна.
4754019742.jpg|0|A cameraman and field reporter film a news segment on a street sidewalk .|Камераман ба Талбайн сурвалжлагч Кинерийн гудамжны явган хүний зам дээр мэдээний сегмент.
4754077178.jpg|0|A woman with gray hair is sitting next to a little boy who is holding onto the handles of a stroller and a little girl who is sitting in a different stroller .|Саарал үстэй нэг эмэгтэй тэрэг, өөр нэг тэрэгтэй хамт сууж байгаа бяцхан хүүгийн хажууд сууж байна.
4754577090.jpg|0|A woman wearing a white handkerchief scarf and light blue dress looking at a wagon wheel .|Цагаан алчуур өмссөн эмэгтэй нь вагон дугуйтай харцаар хардаг эмэгтэй.
4754633621.jpg|0|"Black man holding sign in downtown that says "" if you hug a black guy you 'll get addicted . """|"""Хэрэв та хар арьст залуу тэврэв"" Хэрэв та хар залууг тэвэрсэн бол"
4755080891.jpg|0|Some people sitting in a outside chinese restaurant eating .|Зарим хүмүүс гадаадын хятад ресторанд хоол идэж сууж байв.
4755080899.jpg|0|There is a crowded store in the mall filled with brightly colored toys and accessories .|БУСАД ХУДАЛДААНЫ ХУДАЛДАН АВАХ ХУДАЛДААНЫ ХУДАЛДАН АВАХ БОЛОМЖТОЙ.
4755080905.jpg|0|Colorful strips of color hang in the concourse of a mall above an escalator .|Өнгөт өнгөт тууз нь Escalator дээр дурдсан худалдааны төв хэсэгт өлгө.
4755276018.jpg|0|A woman with a pink tank top and two different shoes poses for a picture with another woman wearing a purple wig , black cowboy hat , american flag bikini and high heeled boots .|Ягаан танкийн дээд, хоёр өөр гутал, хар өнгийн хиймэл үстэй, хар ковбой малгай, Америкийн туг, Америкийн туг, өндөр өсгийтэй гутал өмсдөг.
4755277286.jpg|0|Two women on a city street speak to another woman with purple hair who is wearing a cowboy hat , and nipple pasties and carrying a guitar .|Хотын гудамжинд хоёр эмэгтэй хүн ковбой малгай өмсөж, хөхний малгай өмссөн ягаан үстэй өөр эмэгтэйтэй хамт ярьдаг.
4755599999.jpg|0|Two blond women in red shirt facing away from the camera , standing at the edge of a seated crowd .|Камераас хол байгаа улаан цамцтай хоёр шар өнгийн цамц.
4755603147.jpg|0|A Canadian sports team wearing red shirts are sitting along the wall of a pond .|Канадын спортын баг улаан цамц өмссөн улаан цамц өмссөн нь цөөрмийн ханан дээр сууж байна.
4755628405.jpg|0|A brunette lady wearing glasses and a flowered dress juggles tennis balls on the street .|Шүдний шил зүүж, шил зүүж, цэцэглэсэн даашинз нь гудамжинд теннисний бөмбөг шонглодог.
4755631633.jpg|0|A pretty girl dressed in Canadian colors and with a painted Canadian flag on her cheek eats some food in a bowl .|Канадын өнгөт хувцас өмссөн хөөрхөн охин нь хацар дээр нь будсан Канадын далбааг аятайхан хоол иддэг.
4755693778.jpg|0|A baby in an orange t-shirt holds onto his stroller like a steering wheel .|Улбар шар өнгийн футболк өмссөн хүүхэд нь жолооны хүрдтэйгээ жолоо барьдаг.
4755695306.jpg|0|This shows a red-haired woman eating a potato chip while she is glancing down .|Энэ нь цохиж байхдаа төмсний чипийг идэж буй улаан үстэй эмэгтэйг харуулж байна.
4755772583.jpg|0|People walking on street toward exhibit with artwork and symbols written on display|Арт дээр гарч буй уран бүтээл, тэмдэг дээр бичсэн тэмдэглэгээтэй хүмүүс
4755772591.jpg|0|Five people stair up at a tiger that is in front of Chinese letters .|Таван хүн хятад захидлын өмнө байрладаг бар дээр шатдаг.
4755772609.jpg|0|A very large Oriental structure is positioned in the middle of a sidewalk and some people crowd around it while others merely walk by .|Маш том дорнын бүтэц нь явган хүний зам, зарим хүмүүсийн дунд байрладаг бөгөөд зарим хүмүүс үүнийг тойрон алхдаг.
4755772625.jpg|0|Passersby look up at a colorful Japanese structure depicting a Tiger , Samurai , and other objects .|Зорилго, Самурай, бусад объектыг дүрсэлсэн өнгөлөг бүтэцтэй, Япон, Самурай, бусад зүйлийг дүрслэн харуулна.
4755808921.jpg|0|A large anime display is sitting in a covered mall area while passersby check out the colorful children and animal characters .|Том аниме дэлгэц нь өнгөлөг хүүхдүүд, амьтны тэмдэгтүүдийг шалгаж байх үед бүрхэгдсэн худалдааны төв хэсэгт сууж байна.
4755872312.jpg|0|There is three small children playing and some adults are sitting on the benches .|Гурван жижиг хүүхэд тоглож, зарим насанд хүрэгчид вандан сандал дээр сууж байна.
475594565.jpg|0|This young lady with her white polka dot blouse is about to take a stroll on her bike in a foreign country .|Энэ залуу хатагтай түүний цагаан өнгийн бүсгүйтэй залуу бүсгүй, хар өнгийн цамц нь гадаадад дугуйгаар алхах гэж байна.
4755963161.jpg|0|People standing on the street in the city next to oriental buildings .|Архоор байшингийн хажууд хотын гудамжинд зогсож байгаа хүмүүс.
4755969767.jpg|0|A city street has a oriental store on the corner of a one way street .|Хотын гудамж нь нэг талын гудамжны буланд дорно дахины дэлгүүртэй.
4756001265.jpg|0|Two people walking down a checkered sidewalk in front of a red and yellow cone .|Улаан, шар өнгийн конусын өмнө шалгасан явган хүний зам дээр алхаж буй хоёр хүн.
4756001275.jpg|0|Some people standing at the corner of a street , in the crosswalk , waiting for the light to change so they can cross the street .|Загалмайн эрэг дээр зогсож байгаа зарим хүмүүс гудамжинд зогсож, гэрлийг гэрэлтүүлж, гудамжаар гаталж болно.
4756001285.jpg|0|Two people are walking in a metropolitan area near tall buildings with signs .|Хоёр хүн тэмдгүүдтэй өндөр барилгуудын ойролцоо метрополитан талбайд алхаж байна.
4756001299.jpg|0|The economy is shacking and affecting China .|Эдийн засаг хятадыг нааж, нөлөөлж байна.
4756010841.jpg|0|A gateway with wood paneling and Asian characters opens up onto a public street .|Модон самбартай гарц, Азийн дүрүүд нь олон нийтийн гудамжинд нээгддэг.
4756060669.jpg|0|People are standing outside of a number of shops with signs that have Asian style writing .|Хүмүүс Азийн хэв маягийн бичсэн шинж тэмдгүүдтэй олон тооны дэлгүүрээс гадуур зогсож байна.
4756060683.jpg|0|A large building provides the backdrop for a man wearing shorts who is looking at his phone as well as a woman who is wearing a black skirt and white shirt as she walks toward the man .|Том барилга нь эрэгтэй, цагаан цамц өмсөж буй эмэгтэйг өмсөж, хар юбка, цагаан цамц өмссөн эмэгтэйг өмсдөг.
4756060695.jpg|0|People are walking down a street near a subway opening .|Хүмүүс метроны нээлтийн ойролцоо гудамжаар явж байна.
4756089619.jpg|0|An Asian man in a purple bandanna and dress shirt stands outside a restaurant nearby crates .|Нил ягаан өнгийн банданна, хувцасны цамц, даашинзны цамц ойролцоо зоогийн газрын гадаа байрладаг.
4756089621.jpg|0|Young man in white shirt and green shorts on a bike with Japanese writing behind him .|Цагаан цамц, Ногоон, Ногоон өнгийн богино,
4756089627.jpg|0|Person wearing a red shirt , blue pants , and white shoes , sitting on curb with cellphone in hands in front of a parking lot of an industrial building .|Улаан цамц, цэнхэр өмд өмссөн хүн, цагаан гутал өмссөн, цагаан арьстнууд, гар утсаараа гар утсан дээр гар утсаараа гар утсан дээр байрладаг.
4756089631.jpg|0|Asian man standing near street taking picture , most likely of a sign or building .|Гудамжны ойролцоо зогсож байгаа ази хүн зураг авах, тэмдэг эсвэл барилга байгууламжийн хамгийн их магадлалтай байдаг.
4756089637.jpg|0|Several asian people are looking around a cityscape next to building with large glass windows while two of the men take photographs .|Хэдэн Азийн хүмүүс том шилэн цонхны хажууд байрлах хотын цонхны хажууд байрлах хотыг тойрч байна.
4756096563.jpg|0|A group of people out in the city stand in a group , as several of them hold cameras up to a point off-camera .|Хотод байрлах хэсэг бүлэг хүмүүс ч гэсэн камертай байдаг.
4756096571.jpg|0|An Asian woman carrying an umbrella crosses the road on a bicycle while two other Asian women cross the road on foot .|Шүхэрт шүхэр авч яваа ази эмэгтэйг унадаг дугуйгаар явж байхад дугуй унаж байхдаа дугуй унаж байхдаа хоёр ази эмэгтэйчүүд зам дээр зам хөндлөн гардаг.
4756096575.jpg|0|A young Asian man in skinny jeans and a purple shirt is walking down the street with several others young adults .|Туранхай жинсэн өмд, Нил ягаан цамц, Нил ягаан цамц, Нил ягаан цамц нь гудамжаар хэд хэдэн залуу насанд хүрэгчидтэй хамт алхаж байна.
4756096577.jpg|0|An Asian man , wearing a helmet , sits on his moped waiting for the light to change .|Азийн хүн, дуулга өмссөн, малгай өмсөж, гэрэлтүүлгийг нь өөрчлөхийг хүлээж байв.
4756254503.jpg|0|A senior citizen wearing a hat , blue button up shirt , Khaki shorts and sandals walking in a park holding two ice cream cones .|Малгай, цэнхэр товчлуур өмссөн ахмадууд, цэнхэр товчлуурын дээд цамц, хаки шорт, шаахайнууд хоёр зайрмаг барьдаг.
4756394168.jpg|0|Several people stand outside of a theater , while there is an advertisement sign with a man and woman in the foreground .|Театрын гадна зогсож байхад хэдэн хүн зогсож байхад зар сурталчилгаа, эрэгтэй, эмэгтэй хүнтэй хамт сурталчилгаа.
4756483990.jpg|0|Several people observe a large Asian monument in a shopping area .|Хэд хэдэн хүн дэлгүүр хэсэх томоохон азийн хөшөөгийг ажигладаг.
4756519064.jpg|0|A girl wearing rainbow knee socks and a shirt decorated with hearts carries a rainbow flag along a street , while people walk by on a sidewalk in the background .|Солонгийн өнгийн орчим өвдөгний оймс өмссөн охин, зүрх сэтгэлээр чимэглэсэн цамц нь гудамжны дагуу солонгын далавчтай тугаж явдаг.
