image_name|comment_number|comment|Translated Comment
331277641.jpg|0|A man with a black coat , blue jeans , and sneakers is standing next to a blue wall with writing on it .|Хар цув, цэнхэр жинсэн өмд, пүүз, Пүүз, пүүз нь цайруулсан цэнхэр хананы хажууд байдаг.
3312779887.jpg|0|A snowboarder hangs upside down from his board during a maneuver in front of a crowd of people .|Цасан урлалчин хүн олон хүний өмнө маневр хийх үеэр самбараас доошоо өлгөөтэй байдаг.
3313188616.jpg|0|2 tourists are being photographed in front of a tourist attraction .|2 жуулчдыг жуулчны сэтгэл татам байдлын өмнө зураг авах боломжтой.
3313232606.jpg|0|A team of soccer players in white strips are running around cones on a sports field .|Цагаан тууз дахь хөл бөмбөгийн тоглогчийн баг тамирчид спортын талбар дээр гүйдэг.
3313237692.jpg|0|A girl with a blue shirt and a girl with a striped shirt stand next to a girl with a green shirt sitting in a chair .|Цэнхэр цамцтай охин, сандал дээр сууж буй охинтой нэг охинтой хамт нэг охинтой хамт нэг охинтой хамт нэг охины хажууд байрладаг.
331331911.jpg|0|A scientist with a checkered shirt on is looking into a microscope to learn more about the world .|Шалгасан цамцтай эрдэмтэд нь дэлхийн талаар илүү ихийг сурах микроскоп руу хайж байна.
3313620862.jpg|0|The kid is showing off on his skateboard in front of a large crowd .|Хүүхэд том олон түмний өмнө тэшүүрээ харуулж байна.
3313691449.jpg|0|A group of young men in colorful shirts with their number on them walk down a street .|Тэдний тоогоороо өнгөлөг цамц өмссөн залуу эрэгтэйчүүд гудамжаар алхаж байв.
3313869283.jpg|0|Many young people sit at tables in a room , talking among themselves , while one particular young man in a purple jacket gestures with a piece of paper at a girl in a yellow shirt and black jacket .|Олон залуучууд нэг өрөөнд сууж, олон хүнтэй ярилцаж, өөр нэг залуу цамц, хар хүрэмтэй нэг залуу цамц, хар хүрэмтэй нэг нэг нь
3314180199.jpg|0|A child in a red and black striped shirt plays with a yellow ball on a wooden deck .|Улаан, хар судалтай цамцтай хүүхэд модон тавцан дээр шар бөмбөгтэй тоглодог.
3314311861.jpg|0|An alternatively dressed woman stands on a small wooden platform with an accordion and watches another creatively dressed woman play the violin with various other people on the street behind them .|Эсэргүүцсэн хувцасласан эмэгтэй ижил төстэй модон тавцан дээр нэг жижиг модон тавцан дээр зогсож, бусад бүтээлч хувцастай эмэгтэйн бусад олон хүмүүс
33143662.jpg|0|Man in white t-shirt giving speech to a group of men .|Цагаан футболк өмссөн хүн.
33143954.jpg|0|A man in a T-shirt that says GNU is at the front of the room in front of a group of people sitting .|Гну футболк өмссөн хүн гэж хэлдэг нэг хүн.
