image_name|comment_number|comment|Translated Comment
3084149186.jpg|0|a free climber is hanging from a rock whilst being watched by a man in a green t-shirt .|Үнэгүй уулчин нь ногоон футболкаар эр хүн харж байхдаа чулууг өлгөөтэй байдаг.
308428122.jpg|0|These people with green and blue uniforms are watching something on a computer .|Ногоон, цэнхэр, цэнхэр өнгийн дүрэмт хувцастай эдгээр хүмүүс компьютер дээр ямар нэгэн зүйл үзэж байна.
3084380974.jpg|0|A surfer in a full body wetsuit in the ocean with a white surfboard .|Цагаан гадаргуутай далай дахь бүрэн биед бүрэн биетэй.
3084472304.jpg|0|A clean up crew working on a accident in the street .|Гудамжинд осол аваар гарсан цэвэрлэгээ.
3084472444.jpg|0|Two people wearing orange coveralls are cleaning the street from garbage .|Улбар шар өнгийн бүрхэвч өмссөн хоёр хүн гудамжнаас хогоо цэвэрлэж байна.
308452930.jpg|0|Several children are playing in the snow near houses with mountains in the background .|Хэд хэдэн хүүхэд цасан дээр цасан дээр цас орж байна.
3084711346.jpg|0|Two people wearing handkerchiefs over their faces , one with a blow horn|Нүүрэн дээр нь алчуур өмсдөг хоёр хүн
3084731832.jpg|0|The dog is in the snow in front of some trees .|Нохой зарим модны урд цасанд байдаг.
3084749225.jpg|0|People are gathering around a truck , while a man in a brown hooded sweater is handing off a plastic bag to a man in a black sweater and baseball cap .|Хүмүүс ачааны машинаар цугларч байна, хүрэн цамцтай эрэгтэй цамц, бейсболын малгайтай эр хүн рүү нэг гялгар уутанд хийж байна.
3084752813.jpg|0|Three women taking food items given to them from a man in a blue jacket from the back of a truck .|Гурван эмэгтэй ачааны машины арын цэнхэр хүрэмтэй, цэнхэр хүрэмтэй хүнээс өгсөн хүнсний зүйлийг авч явдаг.
3084753195.jpg|0|Five men assisting with the loading of a truck while three women observe .|Гурван эмэгтэй ачааны машин ачаалж байхдаа ачааны машинд туслах таван хүн.
308487515.jpg|0|A tan bird stands on a ledge about to eat something .|Тан шувуу ямар нэг юм идэх гэж байгаа юм.
3085017634.jpg|0|Four boys are playing hockey in rollerskates while wearing blue and white safety gear .|Дөрвөн хүү цэнхэр, цагаан өнгийн аюулгүйн араа өмсөж байхдаа хулгануудтай хоккейд тоглож байна.
3085226474.jpg|0|Women who look alike are performing on a stage .|Адилхан харагддаг эмэгтэйчүүд тайзан дээр тоглодог.
3085331893.jpg|0|Two basketball players laying on the floor of a basketball court with other players surrounding them .|Сагсан бөмбөгний хоёр тоглогчид тэднийг тойрсон бусад тоглогчид шалан дээр хэвтэж байв.
3085357792.jpg|0|A runner jogging on a city street past a SAMSUNG advertisement banner .|Samsung сурталчилгааны баннерын өнгөрсөн гудамжны гудамжинд гүйж гүйх.
308539953.jpg|0|A man is standing on a stage behind a microphone while playing the guitar .|Гитар тоглож байхдаа эрэгтэй микрофоны ард нэг тайзан дээр зогсож байна.
3085517960.jpg|0|A group of six adult hikers gather on a dirt road in front of a few trees in the afternoon while their leader stands in the foreground in a green jacket , pointing at something just ahead .|Насанд хүрэгчдийн зургаан явган аялал жуулчдын нэг хэсэг үдээс хойш хэдэн модны урд талд,
3085588890.jpg|0|Three professionally dressed women and a man are standing up talking to each other .|Мэргэжлийн хувьд гурван мэргэжлийн хувцасласан эмэгтэй, эрэгтэй хүн хоорондоо ярилцаж байна.
3085590738.jpg|0|"A blond woman speaks at a podium labeled "" Holiday Stars Project "" in front of a blue wall that says "" University of Illinois Springfield "" ."|"Шаргал эмэгтэй ""Амралтын одод"" ILLINOIS SPLADFILE-ийн ""БАРИЛГЫН ТУХАЙ ХУУЛЬД НЭГДСЭН НЭГДСЭН ХУВЬЦАА."
3085592876.jpg|0|A large number of people are sitting around several tables .|Олон тооны хүмүүс хэд хэдэн хүснэгт сууж байна.
3085594016.jpg|0|A woman with a ponytail and another woman with a brown jacket donate to a food drive .|Гахайн мах, өөр эмэгтэй хүн хүнсний драйверт хандив өгдөг.
3085667767.jpg|0|A surfer is flipping up in the air on a surfboard .|Surfer нь агаарт гадаргуу дээр гулсаж байна.
3085667865.jpg|0|a lone surfboarder jumping a wave on a white surfboard .|Ганцаарчилсан гадаргууг цагаан гадаргуу дээр долгион үсэрч байв.
30859019.jpg|0|A woman and his son trying to using a loom to weave a garment for export in India .|Энэтхэгт экспортлохын тулд эмэгтэй, түүний хүү ламыг нэхэхийг хичээдэг.
3085973779.jpg|0|A blond-hair boy holding a toy airplane is in front of what looks like a colorful toy monster .|Тоглоомын онгоцыг барьж буй шаргал үстэй хүү нь өнгөлөг тоглоомын мангас шиг харагдаж байна.
3086381851.jpg|0|A man wearing a white tank top and jeans dancing with a woman wearing a tube top , white skirt white multicolored trim and black boots .|Хоолойн дээд, цагаан өнгийн юбка цагаан олон өнгийн олон өнгийн тайрсан, хар өнгийн гутал өмссөн эмэгтэйтэй бүжиглэж буй эрэгтэй, жинсэн өмд өмссөн хүн.
3086387529.jpg|0|A man is in a dance club posing for a picture and throwing up some sort of hand signs .|Нэг хүн бүжгийн клубт зураг авах, зарим төрлийн гар тэмдгийг хаях.
3086401959.jpg|0|A blond woman playing bongos while three others look on .|Бонги эмэгтэй Бонго тоглож байхад бусад гурван хүн хардаг.
3086403837.jpg|0|A man with a brown mustache and beard is wearing a flowered shirt with orange and blue in it is dancing .|Браун сахалтай, сахал, сахалтай цамц нь улбар шар, цэнхэр өнгийн цэцэгтэй цамц өмссөн хүн бүжиглэж байна.
3086405249.jpg|0|A man and woman are talking in a party atmosphere with a crowd and purple and blue lights behind them .|Эрэгтэй, эмэгтэй хүмүүс үдэшлэгийн уур амьсгалд олон хүн, нил ягаан, цэнхэр гэрлээр ярьж байна.
3086507638.jpg|0|Three dogs , two brown and one black , run in the surf .|Гурван нохой, хоёр хүрэн, нэг хар, нэг хар, гадаргуу дээр гүйдэг.
3086523890.jpg|0|A brown dog is jumping on top of a smaller white dog and there is a colorful ball on the floor .|Браун нохой жижиг цагаан нохойны орой дээр үсэрч, шалан дээр өнгөлөг бөмбөг байдаг.
3086526292.jpg|0|You can see the bottom halves of three boys standing on a sidewalk with silly string sprayed everywhere|Та хоёр хүүгийн зам дээр зогсож байсан гурван хүүгийн хажуугийн талбайн доод хэсгүүдийг харж болно
3086676257.jpg|0|A woman with glasses and short blond-hair is holding a newborn baby in a hospital room .|Нүдний шил, богино шаргал үстэй эмэгтэй эмнэлгийн өрөөнд шинэхэн төрсөн хүүхэд барьж байна.
3086790344.jpg|0|A tan girl in a floral bikini is swimming in dark blue waters .|Флорал бикини дахь нэг охин харанхуй цэнхэр усанд сэлж байна.
308680206.jpg|0|Someone in a black sweatshirt and jeans leaps into the air on a beach while a kneeling person in jeans and a black jacket takes a photograph .|Хар цамц, жинсэн өмд өмссөн хүн, жинсэн өмд, хар хүрэм, хар хүрэм нь далайн эрэг дээр агаарт гарч байна.
