image_name|comment_number|comment|Translated Comment
2448551720.jpg|0|An older man with glasses clasps his hands together as two seated individuals watch him .|Нүдний шилтэй хөгшин эр түүнийг хоёр суусан хүмүүстэй хамт харцаар гараа харав.
244867897.jpg|0|Two medium sized light brown dogs are playing tug-of-war with a dish cloth .|Хоёр дунд зэргийн хэмжээтэй цайвар бор нохой нь аяга таваг даавуугаараа аятайхан тоглож байна.
244870123.jpg|0|Two large black dogs with red studded collars pulling on ends of a white rag on porch|Хаалган дээрх цагаан өөдөсний үзүүрээр дээшээ улаан өнгийн хүзүүвчтэй хоёр том хар нохой
2448741990.jpg|0|An ATV rider clothed in red and black protective gear and wearing a helmet driving on a track with many onlookers .|Улаан, хар хамгаалалтын араатай, улаан, хар хамгаалалтын араа өмсөж, олон тооны үзэгчидтэй зам дээр жолоодох дуулга өмссөн.
2448793019.jpg|0|A young child wearing sunglasses is at the base of a blue slide .|Нүдний шил зүүсэн залуу хүүхэд цэнхэр слайдын суурь дээр байдаг.
244910130.jpg|0|A dark-haired bearded man in glasses and a Hawaiian shirt is sitting on the grass .|Нүдний шилэнд хар үстэй сахалтай эр, Хавайн цамц өвс дээр сууж байна.
244910177.jpg|0|Three woman walk down a city street and one has a pink purse .|Гурван эмэгтэй хотын гудамжаар алхаж, нэг нь ягаан түрийвчтэй байдаг.
2449289139.jpg|0|A black and tan dog is running along a series of stone walkways spaced between grass .|Хар ба Тан нохой нь өвс хоорондын зайтай цуврал алхаж явдаг.
2449446913.jpg|0|Group of people on a ball team wearing blue and white uniforms some of gloves on their hands one is wearing red shoes , tall trees are in the background .|Бөмбөгний багууд цэнхэр, цагаан өнгийн дүрэмт хувцас өмссөн хүмүүс цэнхэр, цагаан өнгийн хувцас өмсдөг.
2449518585.jpg|0|Child in a striped shirt is swinging from a rope swing .|Судалтай цамц өмссөн хүүхэд олс дүүжлэв.
2449552677.jpg|0|"A person with a brown hat and black jacket is in a wheelchair crossing in front of a sign that says "" park "" ."|"Хүрэн малгай, хар хүрэмтэй хүн ""Парк"" гэж хэлдэг тэмдгийн урд хэсэгт тэргэнцэр рүү нэвтрэх нь тэргэнцэртэй байдаг."
24498061.jpg|0|Three men , who appear to be Asian , are conversing near a carved wall , while another man sits on a bench with his eyes closed .|Гурван эр хүн бол сийлбэртэй хананд ойртож байгаа бөгөөд сийлсэн хананы ойролцоо ярилцаж байгаа бол өөр хүн нүдээ аниад сууж байв.
2449973721.jpg|0|A golfer , wearing all brown , takes a swing towards the trees on a golf course .|Гольфчин, бүх хүрэн хувцас өмсөж, гольфын талбай дээр мод руу дүүжлэв.
2450299735.jpg|0|A little girl in a white shirt sliding down a green slide splashing into a blue baby pool .|Цагаан цамцтай бяцхан охин Цэнхэр нялх бассейн руу гулсаж байв.
2450403073.jpg|0|A group of alternating men and women , all wearing blue jeans , walk with their arms entwined across a field .|Бүгд, эмэгтэй, эмэгтэй хүн цэнхэр жинсэн өмд өмсөж, бүх цэнхэр жинсэн өмд өмсөж, гараараа сунгана.
2450453051.jpg|0|Man in white shirt tossing Frisbee for black and white dog who has a white Frisbee in its mouth .|Цагаан цамцанд байгаа цагаан цамцтай хүн Фрисби-д бол хар, цагаан нохойнд цагаан фрисбитай байдаг.
2450461962.jpg|0|Man playing violin in front of people in what seems to be a bar .|Бааранд байгаа хүмүүсийн өмнө хүмүүсийн өмнө хийл тоглож байгаа хүн хийл тоглож байна.
2450468977.jpg|0|A young woman with blond-hair wearing a black sleeveless shirt is holding a guitar that is covered in stickers .|Хар ханцуйгүй цамц өмссөн шаргал үстэй залуу эмэгтэй нь наалтанд хучигдсан гитар барьж байна.
2450486758.jpg|0|A white dog in a blue leaps over a man in a blue outfit with yellow stars in order to catch a Frisbee whilst people stand by and watch .|Цэнхэр нохой нь цэнхэр өнгийн хар одтой, шар одоор харцаар харагддаг,
2451114871.jpg|0|Greyhounds racing chasing a mechanical rabbit around the track .|Замаа тойрон хөдөлгөж механик туулайг хөөж байна.
2451253577.jpg|0|"A man pulls a rope that is attached to a floating boat marked "" Avocet Market Drayton "" ."|"Эрэгтэй хүн ""Avocet Market Drayton"" гэж тэмдэглэгдсэн хөвөгч усан онгоцонд наалддаг олсыг татдаг."
2451285022.jpg|0|The man wearing a tan hat and white shirt holds his brown dog which is wearing an orange collar .|Тэн малгай өмссөн хүн, цагаан цамц нь хүрэн нохойг улбар шар өнгийн хүзүүвч өмсдөг.
245133696.jpg|0|A man in a black shirt and jeans stands at a microphone holding a guitar .|Хар цамц, жинсэн өмд, жинсэн өмд нь гитар барьж байсан микрофон дээр зогсож байна.
2451346427.jpg|0|A child poses in pike position while suspended from the still rings .|Бөгжнүүдээс түдгэлзүүлсэн үедээ хүүхэд цурхай байрлалд байрладаг.
2451988767.jpg|0|A little boy with his leg covered in painters tape , his brother wearing a superman cape .|Хөл нь үс засагчдын хальс дээр хучигдсан бяцхан хүү, түүний дүү суперман Кейп өмссөн байв.
2452238877.jpg|0|A golden retriever is jumping off a wooden porch|Алтан Returiever нь модон үүднээс үсэрч байна
2452334314.jpg|0|A show jumper wearing a blue helmet rides a white horse over wooden fence that is decorated with red and yellow flowers .|Цэнхэр малгай өмссөн үсрэлт нь улаан, шар цэцэгтэй чимэглэсэн модон хашаан дээр цагаан морь унав.
245252561.jpg|0|A black , shaggy-haired dog is playing with a brown and white , fluffy dog on the gravel .|Хар, Шагги үстэй нохой нь бор, цагаан, цагаан, сэвсгэр нохойг хайрга дээр тоглож байна.
2452591587.jpg|0|A woman puts on red lipstick while standing very close to the mirror .|Толин тусгалтай ойр зогсож байхдаа эмэгтэй улаан уруулын будаг өмсдөг.
2452605610.jpg|0|The man wearing a red shirt , is jumping into the air .|Улаан цамц өмссөн хүн агаарт үсэрч байна.
2452686995.jpg|0|Two people travel down a path going though a woods with a giant waterfall .|Хоёр хүн аварга том хүрхрээтэй ойгоор явж явах замыг туулж явдаг.
2452794213.jpg|0|An overhead view of an outdoor stand selling clothing and jewelry with two people looking at a stand and a person in an orange shirt kneeling down .|Гадна, үнэт эдлэл зарах, үнэт цаас, үнэт эдлэл зарах, улбар шар цамц өмссөн хүн, улбар шар цамц өмсдөг.
2452852757.jpg|0|A woman with a red and orange apron makes paper-mache orbs while her friend leans into the frame .|Улаан, улбар шар өнгийн хормогчтой эмэгтэй нь цаасан дээр гараа чиглүүлдэг.
245307666.jpg|0|A shirtless man with tattoos , glasses and a baseball hat , touching a spotlight that is on .|Шивээс, нүдний шил, нүдний шил, бейсболын малгай, бейсболын малгай,
2453318633.jpg|0|A tan and black dog leaps through a burning hoop on a field .|Тан, хар нохой нь талбай дээр шатаж буй цагираг дамжин үсрэв.
