image_name|comment_number|comment|Translated Comment
2199250692.jpg|0|A man is pulling a cart on wheels loaded with nets and is in front of the Ocean Blue Company .|Эр хүн торонд ачих сүлжээгээр тэрэг татаж, далайн цэнхэр компанийн урд байрладаг.
2199710546.jpg|0|A DJ standing under some bright lights with an advertisement .|Сурталчилгаа бүхий зарим тод гэрлийн дор зогсож байна.
2199721922.jpg|0|A lady in green shorts on a beach clapping her hands above her head while observing a band .|Наран шарлагын газар, хамтлаг дээр гараа атгаж байхдаа толгойгоо ажиглаж байхдаа гараа толгойгоо ажиглав.
2199793371.jpg|0|A brown and white dog plays with a soccer ball on snowy ground .|Браун, цагаан нохой цастай газар дээр хөл бөмбөгийн бөмбөг тоглодог.
2199932695.jpg|0|A small child wearing the colors of the American flag is shoveling snow from the front steps .|Америкийн тугны өнгийг өмссөн жижиг хүүхэд нүүрнийхээ цасыг урд алхамаас цас оруулдаг.
2200070339.jpg|0|A child in red and white striped pajamas is standing and holding her arms up .|Улаан, цагаан судалтай унтлагын өмд цамц өмсөж, гараа барьж зогсож байна.
220028982.jpg|0|A lady in a red shirt is with a child in a blue shirt at a playground .|Улаан цамцтай хатагтай нь тоглоомын талбайд цэнхэр цамцтай хүүхэдтэй.
2200337743.jpg|0|A white man playing an acoustic guitar with another person .|Өөр хүнтэй акустик гитар тоглож байгаа цагаан арьст хүн.
2200338547.jpg|0|A bearded man in with a ukulele vocalizes against the background of a clear blue sky .|BACKULELE-тэй сахалтай хүн, хөх цэнхэр тэнгэрийн арын дэвсгэр дээр дуу авалцдаг.
2200688503.jpg|0|Eight people are sitting at a table posing for a group picture .|Найман хүн бүлгийн зураг авах ширээний ард сууж байна.
2200875336.jpg|0|Three ladies are performing a concert on a stage decorated with two big , artistic face drawings that look like suns behind them while three fans gather at center stage .|Гурван бүсгүйн хоёр том, уран сайхны нүүрэн дээр нар мандаж буй тэнгэрийн зураг дээр Centers-тэй хамт гэрэлтэж байсан бөгөөд гурван фэнүүд.
2200901777.jpg|0|A young woman with light brown hair wearing a red beaded neclace , a Gonzaga sweatshirt and earrings stands smiling .|Улаан өнгийн хар хүрэн үстэй залуу эмэгтэй улаан үстэй зүүлт зүүсэн залуу эмэгтэй. Гонзага цамц, ээмэг инээмсэглэв.
2201050079.jpg|0|A man dressed in orange looking down one of those holes in the street .|Гудамжны нүхнээс улбар шар өнгөөр хувцаслав.
2201122447.jpg|0|Three photographers with their cameras and tripods set up indoors in a high-traffic area .|Камера, Tripods-тай гурван гэрэл зураг, триподууд өндөр хурдны талбайд байрладаг.
2201136364.jpg|0|A bearded , glasses-wearing man in a turquoise shirt is playing the acoustic guitar .|Туркоун цамц өмссөн сахалтай, нүдний шил зүүсэн хүн акустик гитар тоглож байна.
2201192417.jpg|0|Boy wearing a green and white soccer uniform running through the grass .|Өвсний дундуур ногоон, цагаан хөл бөмбөгийн жигд хувцас өмссөн хүү.
2201202388.jpg|0|A young guy is brushing his teeth with no shirt standing in front of a mirror wearing his goggles .|Залуу залуу шүдээ хавиргатай толин тусгалын өмнө шүдээ хавиргаагүй шүү дээ.
2201222219.jpg|0|Young barefoot boy playing a guitar setting in a large muti colored chair with a picture of three pigs beside him .|Залуу хөл нүцгэн хөл нүцгэн хөвгүүн түүний хажууд гурван гахайтай гурван өнгийн зураг дээр гитарын тохиргоог тоглож байна.
2201480583.jpg|0|There are some men and women sitting outside on a lawn having a barbecue , there is food cooking an the grill and food on a table .|Шарсан махтай зүлэг дээр сууж, эмэгтэй хүмүүс шарсан махтай, ширхэгтэй хоол, хоолонд хоол хийх хоол хүнс байдаг.
2201734906.jpg|0|A blond-haired woman talks to a man wearing a tank top and shorts .|Шаргал үстэй эмэгтэй танкийн дээд, шорт өмссөн хүнийг ярьдаг.
2201858857.jpg|0|A young brown-haired child sitting in his room , holding onto a green Elmo book with lots of other books scattered around .|Залуу хүрэн үстэй хүүхэд түүний өрөөнд сууж, Ногоон элмо номыг нөмөрсөн, бусад олон ном тархсан.
2201877660.jpg|0|A young man shaving his beard outside in front of a garage while someone else holds a mirror for him to see .|Нэг хүн сахлынхаа урд байраа гаражийн өмнө хусаж байхад хэн нэгэн түүнийг харахаар толин тусгалыг барьж байх үед
2201951953.jpg|0|Four people are in the process of creating colorful lanterns in their lantern shop .|Дөрвөн хүн Ланктигийн дэлгүүрт өнгөлөг дэнлүү үүсгэх үйл явцад байна.
2201951969.jpg|0|The surfer is wearing a black bodysuit while picking up her board .|Сурагч самбарыг аваад ирж байхдаа хар биет хувцас өмсөж байна.
2201978994.jpg|0|Two children standing near a wheelbarrow are looking at the lake in front of them .|Тэргэнцэрийн ойролцоо зогсож байгаа хоёр хүүхэд тэдний өмнө нуурыг харж байна.
2202059975.jpg|0|People on a street corner with very odd shaped objects bolted to the ground that look like old car parts .|Маш хачин хэлбэртэй, хуучин машины эд анги шиг харагддаг газартай гудамжны булан дээр хүмүүс.
2202443907.jpg|0|A woman on a shoreline wearing pale jeans and multicolored jacket , is squinting through a telescope .|Цэнэг жинсэн өмд, олон өнгийн хүрэм өмссөн эрэг дээрх эмэгтэй, олон өнгийн хүрэм өмсдөг, телескопоор эргэлдэж байна.
2202625355.jpg|0|The boy with the red trunks kicks and grins as he falls back down after being thrown in the air by the man standing in the waist deep water .|Улаан хонгил бүхий хүү нь бүсэлхийн гүн гүнзгий зогсож байсан,
2203168780.jpg|0|A man in a black sweater sits at a desk typing on a computer keyboard .|Хар цамцтай хүн компьютерийн гар дээр бичиж байгаа ширээн дээр сууж байна.
2203224077.jpg|0|With a cellphone off to the side , a young white girl is eating cereal from a white bowl on a white table in the kitchen .|Хажуу талд нь гар утсаа унтраа, залуу цагаан охин гал тогооны өрөөний цагаан ширээн дээр үр тариа идэж байна.
2203234266.jpg|0|A man wearing a blue t-shirt is grilling food while a woman wearing a pink tank top watches .|Цэнхэр футболк өмссөн эр хүн ягаан танкны дээд цаг өмсөж байхдаа шарсан мах идэж байна.
2203286182.jpg|0|A black dog is attempting to catch a thrown object that is red .|Хар нохой улаан өнгөтэй хаясан объектыг барьж авах гэж оролдож байна.
