image_name|comment_number|comment|corrected_comment
2703155733.jpg|0|A woman wearing a red and white gown holds a long scarf behind her .|Улаан цагаан халаад өмссөн эмэгтэй ардаа урт ороолт барьсан байна.
2703515269.jpg|0|A group of people , many in white coats , work in a laboratory .|Лабораторид ажиллаж буй олон цагаан халаадтай хүмүүс.
270419656.jpg|0|Two adults and three small children are walking on a sidewalk in a park-like setting .|Цэцэрлэгт хүрээлэн шиг орчинд хоёр том хүн, гурван бага насны хүүхэд явган хүний замаар алхаж байна.
2704257993.jpg|0|Three children on skates in an arena two girls and one boy , boy is wearing orange wheeled skates .|Тэшүүр дээр гурван хүүхэд хоёр охин, нэг хүү, улбар шар дугуйтай тэшүүр өмссөн гурван хүүхэд.
2704362232.jpg|0|a small brown and white dog swimming through the pool next to a man .|хүний хажууд усан сан дундуур сэлж буй жижиг бор цагаан нохой .
2704379125.jpg|0|A black dog follows a group of sheep walking in a field of grass .|Хар нохой өвсөн талбарт явж буй хэсэг хонины араас явж байна.
2704407589.jpg|0|Two puppies inside a vehicle are watching a woman exit another vehicle close by .|Тээврийн хэрэгсэл доторх хоёр гөлөг эмэгтэйг өөр машинаас гарахыг харж байна.
2704934519.jpg|0|A woman in a river is shaking her hair causing a water to spray everywhere .|Голын усанд нэг эмэгтэй үсээ сэгсэрч байгаа нь хаа сайгүй ус цацаж байна.
2705099033.jpg|0|Four guys including one with a black backpack , one drinking coffee , one in a red shirt and one with a gray shirt are watching Elmo on tv .|Нэг нь хар үүргэвчтэй, нэг нь кофе ууж байгаа, нэг улаан цамцтай, нөгөө нь саарал цамцтай дөрвөн залуу зурагтаар Элмог харж байна.
2705099231.jpg|0|Elderly adults and young adults , having a party and dancing .|Ахмад настан, залуучууд, найрлаж, бүжиглэж байна.
2705099283.jpg|0|Some young people of color and some older ladies are standing in a circle , clapping hands to music being played .|Зарим өнгөт арьст залуучууд, зарим өндөр настай бүсгүйчүүд дугуйлан зогсож, хөгжим тоглож байгаа алгаа ташиж байна.
2705099581.jpg|0|three boys visit their grandmother often at senior citizen home to play their favorite game scrabble .|Гурван хүү хөгшчүүлийнхээ гэрт эмээ дээрээ байнга зочилж дуртай тоглоомоо тоглодог.
2705099765.jpg|0|A man wearing a blue casual shirt with money green shorts and black hat pointing toward the yellow object in an elderly gathering .|Ахмад настны цугларалтад мөнгөтэй ногоон шорт, хар малгайтай цэнхэр энгийн цамц өмссөн эрэгтэй шар объект руу чиглэж байна.
2705099783.jpg|0|A man in a black hat with one leg is standing in front of a wheelchair throwing something while an older woman and tow younger men watch .|Нэг хөлтэй хар малгайтай эрэгтэй тэргэнцрийн урд зогсоод ямар нэг юм шидэж байхад ахимаг насны эмэгтэй, залуу эрэгтэйчүүдийг чирч байна.
2705101169.jpg|0|A man in an orange shirt standing on the grass just off the path while a woman in a blue shirt looks back at him from farther up the cement path .|Улбар шар өнгийн цамцтай эрэгтэй замын хажууд зүлгэн дээр зогсож байхад цэнхэр цамцтай эмэгтэй цементэн замаас түүн рүү эргэн харж байна.
2705101261.jpg|0|A bigger man with a gray shirt and sweatband going down the stairs where another guy in glasses and an orange shirt is standing .|Саарал цамцтай, хөлсний боолттой том хүн шатаар бууж байна, тэнд нүдний шилтэй, улбар шар өнгийн цамцтай өөр залуу зогсож байна.
2705101597.jpg|0|A boy in a red shirt with white stripes , jeans and a red hat is throwing a blue bowling ball down the lane at a bowling alley .|Цагаан судалтай, жинсэн өмд, улаан малгайтай улаан цамц өмссөн хүү боулингийн талбай руу цэнхэр боулингийн бөмбөг шидэж байна.
2705101739.jpg|0|A boy in colorful pants plays guitar and laughs together with his friends .|Өнгө өнгийн өмдтэй хүү найзуудтайгаа хамт гитар тоглож, инээж байна.
2705102381.jpg|0|Males wearing a black shirt and a brown shirt are looking at vegetation .|Хар цамц, бор цамц өмссөн эрчүүд ургамлыг харж байна.
2705102979.jpg|0|a person in white shorts and shirt is doing a flip on the monkey bars .|Цагаан шорт, цамц өмссөн хүн сармагчин бааран дээр эргэлдэж байна.
2705103507.jpg|0|Two teenagers are standing on the roof of a white building looking down .|Цагаан байшингийн дээвэр дээр хоёр өсвөр насны хүүхэд доошоо хараад зогсож байна.
2705103541.jpg|0|This guy thought in his drunken stupor that it was a good idea to climb into the bear exhibit .|Энэ залуу согтуудаа баавгайн үзмэр рүү авирах нь зүйтэй гэж бодов.
2705103785.jpg|0|A man wearing a dark shirt and a girl wearing a dark tank top are standing next to an elderly lady seated in a wheelchair .|Тэргэнцэр дээр суусан өндөр настай эмэгтэйн хажууд хар цамц өмссөн эрэгтэй, хар цамц өмссөн охин зогсож байна.
2705103851.jpg|0|Teenagers making conversation , spending quality time , and playing with elder people .|Өсвөр насны хүүхдүүд яриа өрнүүлж, цагийг чанартай өнгөрөөж, ахмад хүмүүстэй тоглож байна.
2705103961.jpg|0|A young woman dancing with an old man while other people watch .|Бусад хүмүүс харж байхад хөгшин залуутай бүжиглэж буй залуу эмэгтэй .
2705104779.jpg|0|A red pickup truck is being washed by several people , one of whom is standing in the bed of the truck wearing a red shirt and blue shorts , washing the back window .|Улаан пикап машиныг хэд хэдэн хүн угааж байгаагийн нэг нь машины орон дээр улаан цамц, цэнхэр шорт өмсөн зогсож арын цонхоо угааж байна.
2705105025.jpg|0|Adolescents are sitting on the floor with strings stretched across the room .|Өсвөр насныхан шалан дээр сууж, өрөөгөөр утас татсан байна.
2705298070.jpg|0|Two persons wearing black headgear and white hand pads are engaged in a martial arts exhibition with many people watching in the background .|Хар малгай, цагаан гар дэвсгэр өмссөн хоёр хүн тулааны урлагийн үзэсгэлэнд оролцож, ард олон хүмүүс үзэж байна.
2705659087.jpg|0|A young woman wearing a pink and green striped shirt with a white belt and flip-flops sitting on a cement step .|Цементэн шатан дээр сууж буй цагаан бүстэй, ягаан, ногоон судалтай цамц өмссөн залуу эмэгтэй .
2705793985.jpg|0|A black and white dog in a blue harness running through a grassy field .|Цэнхэр уяатай хар цагаан нохой өвстэй хээр дундуур гүйж байна.
2705860464.jpg|0|Three children , a blond and two brunettes , are playing doctor with a mannequin lying on a purple desk .|Шаргал үстэй, хоёр хүрэн үстэй гурван хүүхэд ягаан ширээн дээр хэвтэх манекентэй эмчийн дүрд тоглож байна.
2705888144.jpg|0|A man in blue shorts jumps up to dunk a basketball while a crowd looks on .|Цэнхэр богино өмд өмссөн эрэгтэй олон хүн харж байхад сагсан бөмбөгийг дарахаар үсэрч байна.
2705919158.jpg|0|A young boy in a black cap and shirt looks down while next to a person in a polka dotted shirt .|Хар малгай, цамц өмссөн залуу хөвгүүн цэгэн цамцтай хүний хажууд доош харав.
2705919270.jpg|0|A man and woman dance , while an older woman stands nearby ; other seated women look on in the background .|Эрэгтэй, эмэгтэй хоёр бүжиглэж, настай эмэгтэй ойролцоо зогсож байна; бусад сууж буй эмэгтэйчүүд цаанаас нь харж байна.
2705920066.jpg|0|A man in a gray shirt , standing outdoors , holds something in his mouth and is passing it to the mouth of another man , who is dressed in a black shirt .|Саарал цамцтай эр гадаа зогсож байгаад амандаа ямар нэг юм бариад хар цамц өмссөн өөр хүний ам руу дамжуулж байна.
2705920452.jpg|0|Man in gray shirt grabbing a apple out of bucket of water with his mouth .|Саарал цамцтай эр хувинтай уснаас алимыг амаараа шүүрэн авч байна.
2705920660.jpg|0|Five visible faces in a room with tacky blue and gold paisley carpet , a man is holding guitar and there is a random broom standing straight up in the middle of the room .|Наалдамхай хөх, алтлаг өнгийн пейсли хивсэнцэртэй өрөөнд харагдах таван царай, гитар барьсан эрэгтэй, өрөөний голд эгц зогсож буй санамсаргүй шүүр байна.
2705920782.jpg|0|A woman reading the back of a macaroni and cheese box .|Макарон, бяслагны хайрцагны ард уншиж буй эмэгтэй.
2705920892.jpg|0|A young woman is deciding where to put canned goods on a table filled with boxes of canned goods .|Залуу эмэгтэй хайрцагтай лаазалсан бүтээгдэхүүнээр дүүргэсэн ширээн дээр лаазалсан бүтээгдэхүүнээ хаана тавихаа шийдэж байна.
2705921240.jpg|0|A man with a red shirt and yellow gloves is holding a branch with leaves to the walkway .|Улаан цамц, шар бээлийтэй эр явган хүний зам руу навчтай мөчир барьж байна.
2705921356.jpg|0|Three people stand at the top of an outdoor staircase .|Гадна шатны дээд талд гурван хүн зогсож байна.
