image_name|comment_number|comment|corrected_comment
319821310.jpg|0|A man standing by a boat at a dock surrounded by rocky terrain and water and two other boats .|Хадархаг газар, усаар хүрээлэгдсэн усан онгоцны зогсоол дээр завины дэргэд зогсож буй хүн болон өөр хоёр завь .
3198231851.jpg|0|The two dogs in striped sweaters are outside in the snow with a red toy in front of them .|Судалтай ноосон цамц өмссөн хоёр нохой гадаа цасан дунд, урд нь улаан тоглоомтой байна.
3198237818.jpg|0|A man in a Speedo and a blond woman in a black and white bikini walk on a crowded beach .|Спиддо унасан эрэгтэй, хар цагаан бикинитэй шаргал үстэй эмэгтэй хоёр хөл хөдөлгөөн ихтэй далайн эрэг дээр алхаж байна.
3198247669.jpg|0|A person is standing in shallow water with a fishing net as the sun goes down .|Нар жаргах үед гүехэн усанд тор барьсан хүн зогсож байна.
319847643.jpg|0|One boy who has a funny expression on his face has his hands up by his head and is looking through a hole .|Нүүрэндээ инээдтэй царайтай нэг хүү гараа толгой дээрээ өргөөд нүхээр харж байна.
319847657.jpg|0|A girl in a purple shirt is has pulled someone else 's white shirt over their head .|Нил ягаан өнгийн цамцтай охин хэн нэгний цагаан цамцыг толгой дээрээ зулгаасан байна.
319851847.jpg|0|The fellow with the chainsaw and brown coveralls is carving a statue with a chainsaw .|Хүрэн хөрөөтэй, бор комбинезонтой нөхөр хөрөөтэй хөшөө сийлүүлж байна.
3198668255.jpg|0|A hurdler is in mid-stride while preparing to leap the hurdle on the track .|Саадтай гүйгч зам дээрх саадыг харайлгахаар бэлдэж байхад дундуур нь явж байна.
319869052.jpg|0|A person stands next to a rock monument with his hand near his head .|Хүн хадны хөшөөний дэргэд гараа толгойндоо ойртуулж зогсоно.
319870744.jpg|0|A hiker is sitting on the ground looking towards the snow covered mountains .|Явган аялагч цастай уулс руу хараад газар сууж байна.
3198962089.jpg|0|A snowboarder grinds a wooden box over a melted patch of snow .|Сноубордчин хайлсан цас дээгүүр модон хайрцгийг нүдэж байна.
319938879.jpg|0|A person in a blue sweatshirt replaces letters in a theater marquee using a long pole .|Цэнхэр цамц өмссөн хүн урт шон ашиглан театрын цонхны үсгүүдийг сольж байна.
3199460792.jpg|0|Two dogs are competing for an object in one 's mouth nearby a beach .|Далайн эргийн ойролцоох хоёр нохой амандаа байгаа юмны төлөө өрсөлдөж байна.
3199600309.jpg|0|A person helping a toddler with red pants walk through the snow .|Улаан өмдтэй бяцхан хүүхдэд цасан дундуур алхаж буй хүн .
3199645963.jpg|0|A man with a beard and a woman in a red shirt sitting in lawn chairs in front of tents .|Майхны урд зүлгэн сандал дээр сууж буй сахалтай эрэгтэй, улаан цамцтай эмэгтэй .
3199895624.jpg|0|A man and a woman wear dark colored shirts in a beige room with a moniter in the background .|Ардаа дэлгэцтэй шаргал өрөөнд эрэгтэй, эмэгтэй хоёр бараан өнгийн цамц өмссөн байна.
3200120942.jpg|0|a snowboarder jumping in the air with a person riding a ski lift in the background|Цаана цанын лифт унаж буй хүнтэй агаарт үсэрч буй цасан урлалын тамирчин
320093980.jpg|0|A woman wearing a black scarf makes a face as a dog tries to lick her .|Хар ороолт өмссөн эмэгтэй нохой долоох гэж оролдоход нүүр царай гаргаж байна.
3200958408.jpg|0|A scuba diver ventures below the surface through countless forms of marine life .|Усан доорх шумбагч далайн амьтдын тоо томшгүй олон төрлөөр гадаргын гүнд нэвтэрдэг.
3200999182.jpg|0|A family walks up stone steps in a park with greenery all around .|Эргэн тойрон ногоон байгууламжтай цэцэрлэгт хүрээлэнгийн чулуун шатаар нэгэн гэр бүл алхаж байна.
3201065069.jpg|0|6 maintenance workers wearing neon yellow work clothes are high up working on a power line that runs though spindly trees .|Неон шар өнгийн ажлын хувцас өмссөн засвар үйлчилгээний 6 ажилтан эгц моддын дундуур урсах цахилгааны шугам дээр ажиллаж байна.
3201115507.jpg|0|A bearded man in a long-sleeve shirt is singing with a microphone .|Урт ханцуйтай цамц өмссөн сахалтай эр микрофон бариад дуулж байна .
3201128175.jpg|0|A man with a half mask over his face is holding a toy helicopter in his left hand and a controller in is his right hand .|Нүүрэндээ хагас маск зүүсэн эр зүүн гартаа тоглоомон нисдэг тэрэг, баруун гартаа удирдагч барьж байна.
3201259322.jpg|0|Three girls in blue , one doing a handstand and the splits on a basketball court with people in the background .|Цэнхэр хувцастай гурван охин, нэг нь гар барьж, сагсан бөмбөгийн талбай дээр хүмүүстэй хамт хуваагдаж байна.
3201427741.jpg|0|A woman in a scarf looks sideways at the camera and holds a small child .|Ороолттой эмэгтэй хажуу тийшээ камер руу харж, бяцхан хүүхэд тэврэв.
3201517121.jpg|0|Two men in same clothing man on right in a fighting stance with the one on left in a submissive stance having his hands in the air .|Ижил хувцастай хоёр эрэгтэй баруун талд нь байлдааны байрлалд, зүүн талд нь хүлцэнгүй байдлаар гараа агаарт гаргав.
3201594926.jpg|0|A girl wearing white polka dots and black boots walks and a woman in a blue outfit hurridly walks behind her .|Цагаан толботой, хар гутал өмссөн охин алхаж, араас нь цэнхэр хувцастай эмэгтэй яаран алхаж байна.
3201637996.jpg|0|"A man with a black vest makes the """" rock on """" sign at a concert ."|"Хар хантаазтай хүн концерт дээр """" рок """" гэсэн тэмдэг хийж байна."
3201666946.jpg|0|A man , woman and little boy pose for a picture in front of an outside door .|Гадна хаалганы өмнө эрэгтэй, эмэгтэй, бяцхан хүү хоёр зургаа татуулж байна.
3201845131.jpg|0|A man wearing a headlamp and holding a hammer is sitting on top of something .|Чийдэн зүүж, алх барьсан хүн ямар нэгэн зүйл дээр сууж байна.
3201910861.jpg|0|Two people sitting in a dark room lit only by one very bright light .|Харанхуй өрөөнд сууж буй хоёр хүн зөвхөн нэг тод гэрлээр гэрэлтэж байна.
3201943535.jpg|0|A man with a hat on and sleeves rolled up is working on the back tire of his bike .|Малгай өмсөж, ханцуйгаа шамласан эр дугуйныхаа арын дугуй дээр ажиллаж байна.
3201995229.jpg|0|A boy in blue shorts and a t-shirt is poised to hit a tennis ball with a racket .|Цэнхэр шорт, подволк өмссөн хүү теннисний бөмбөгийг цохиураар цохиход бэлэн байна.
320199844.jpg|0|A man in a Santa Claus costume is sitting on a wooden chair holding a microphone and a stringed instrument .|Санта Клаусын хувцастай хүн микрофон, чавхдаст хөгжим барьсан модон сандал дээр сууж байна.
320199845.jpg|0|The pictures shows a young man putting on his graduation cap and already has his gown on , with an older gentleman to his left and a stone building behind them .|Зургууд дээр төгсөлтийн малгайгаа өмсөж, аль хэдийн даашинзаа өмссөн залуу, зүүн талд нь ахмад ноён нуруу, ард нь чулуун барилга байгаа нь харагдаж байна.
3202213467.jpg|0|Older lady wearing glasses and working on rolling out a dough like substance .|Нүдний шил зүүсэн хөгшин эмэгтэй зуурсан гурил шиг бодис эргэлдэж байна.
3202255152.jpg|0|The man wearing a red shirt is performing an aerial stunt on a bicycle .|Улаан цамц өмссөн эр унадаг дугуй дээр агаарт үзүүлбэр үзүүлж байна.
3202281074.jpg|0|Two women are shopping for glassware outside a store .|Хоёр эмэгтэй дэлгүүрийн гадаа шилэн сав худалдаж байна.
3202360797.jpg|0|a golden dog is running along a tire track that has been carved out in the snow .|Цасанд сийлсэн дугуйны зам дагуу алтан нохой гүйж байна.
3202362346.jpg|0|A woman holds papers looking around by a crowd of people .|Бүтэн олон хүмүүсийн дунд цаас барьсан эмэгтэй эргэн тойрноо харав.
320246929.jpg|0|A woman in a Nike hat and black apron scoops something out of a pot .|Nike малгай, хар хормогч өмссөн эмэгтэй тогооноос ямар нэг юм гаргаж ирж байна.
3202592293.jpg|0|A middle-aged man in jeans and a brown t-shirt is pulling a yellow cable in front of a truck .|Жинс, бор цамц өмссөн дунд эргэм насны эр ачааны машины урд шар утсыг татаж байна.
3202793609.jpg|0|People with bags walk along a dirt road in front of a green building .|Цүнх үүрсэн хүмүүс ногоон байгууламжийн өмнөх шороон замаар алхаж байна.
3202798691.jpg|0|A man in a white shirt on a bicycle with a Coca Cola crate on the back rides down a red dirt road .|Унадаг дугуйтай цагаан цамцтай эр ардаа Coca Cola хайрцагтай улаан шороон замаар явж байна.
3202802351.jpg|0|Four dark-skinned people in tribal clothing walk in different directions in front of a cluster of large grass huts .|Овгийн хувцас өмссөн хар арьстай дөрвөн хүн бөөгнөрсөн том өвсөн овоохойн өмнө янз бүрийн чиглэлд алхаж байна.
3202804141.jpg|0|There is a tribe of people standing in their village with grass huts and mountains in the background .|Тосгондоо өвсөн овоохой, цаад талд нь уултай нэгэн овог хүн зогсож байна.
3202937657.jpg|0|Three people with jackets have their backs turned as one of them in the middle is putting food in his mouth .|Гурван хүрэмтэй хүн нуруугаа эргүүлж, дунд нь нэг нь амандаа хоол хийж байна.
3203286634.jpg|0|Adults in the kitchen of someone 's house eating and looking at something in front of them .|Хэн нэгний гэрийн гал тогоонд томчууд хоол идэж, урдуураа юм харж байна .
3203288070.jpg|0|A woman is dancing in a white dress with orange trim while a man stands to the side of her with his hat clutched to his chest with a crowd looking on behind them .|Эмэгтэй улбар шар өнгийн гоёл чимэглэлтэй цагаан даашинзтай бүжиглэж байхад эрэгтэй хүн хажууд нь малгайгаа цээжиндээ наан зогсож, ард нь олон хүн харж байна.
3203453897.jpg|0|A man in a black coat and hat and a child with a red snowsuit and Pooh backpacker read advertisements near a McDonalds .|Хар пальто, малгай өмссөн эрэгтэй, улаан цоохор хувцас өмссөн хүүхэд, Пух үүргэвчтэй хүүхэд хоёр McDonalds-ын ойролцоо зар уншиж байв.
3203593191.jpg|0|Several uniformed people carrying firearms and wearing white gloves are lined up in ranks and standing at attention .|Галт зэвсэг барьж, цагаан бээлий өмссөн дүрэмт хувцастай хэд хэдэн хүмүүс жагсаж, анхаарал хандуулж байна.
3203645080.jpg|0|Four African males are grouped together , looking at something .|Африкийн дөрвөн эрэгтэй нэг дор цугларч, ямар нэгэн зүйл харж байна.
3203653158.jpg|0|An African person standing in a wheat field .|Буудайны талбайд зогсож буй Африк хүн .
3203653804.jpg|0|A painted African warrior holds a rifle on his shoulder while he stands with another African woman who is wearing layers of beads around her neck .|Будсан Африкийн дайчин мөрөн дээрээ винтов барьж, хүзүүндээ давхар бөмбөлгүүдийг зүүсэн өөр Африк эмэгтэйтэй хамт зогсож байна.
3203667356.jpg|0|A man in green carries goods down a crowded street .|Ногоон хувцастай хүн хөл хөдөлгөөн ихтэй гудамжаар бараа зөөж байна.
3203707977.jpg|0|A guy with a toboggan and a girl pose for the camera .|Уран гулгасан залуу, охин хоёр камерын өмнө зургаа авахуулж байна.
3203742047.jpg|0|The girl in the pink hat is dragging a sled through the snow .|Ягаан малгайтай охин цасан дундуур чарга чирж байна.
3203872773.jpg|0|A man wearing suspenders and sunglasses leaps up in the air with his arms and legs spread out to the side .|Түлжээ, нарны шил зүүсэн эрэгтэй гар, хөлөө хажуу тийш дэлгэн агаарт үсэрч байна.
3203878596.jpg|0|Two brown dogs are playing with each other in the snow .|Хоёр бор нохой цасан дунд тоглож байна.
3203897487.jpg|0|An old man in a tan , puffy vest is making chocolate chip cookies .|Бүдгэр хантаазтай өвгөн шоколадтай жигнэмэг хийж байна.
3203908917.jpg|0|The man is wearing a red shirt and red flannel handkerchief while watching a flag burn .|Эр хүн улаан цамц, улаан фланел алчуур өмсөж, туг шатаж байгааг харж байна.
3203929149.jpg|0|A man with a bag walking along a stone street in front of an old looking building with blue pillars .|Цэнхэр баганатай хуучин барилгын урд чулуун гудамжаар цүнх барьсан хүн алхаж байна.
3204081508.jpg|0|A group of sunbathers gather near some kayaks at the beach .|Далайн эрэг дээрх хэдэн завины дэргэд наранд шарагчид цугларч байна.
3204354161.jpg|0|The man is hanging off the back of the motocross bike as it is jumping through the air .|Хүн агаарт үсэрч байх үед мотокросс дугуйны араас унжсан байна.
