image_name|comment_number|comment|corrected_comment
7253781238.jpg|0|A red-haired girl is jumping in the air with a skateboard near her feet .|Улаан үстэй охин хөлөндөө скейтборд бариад агаарт үсэрч байна.
725722798.jpg|0|Man breakdancing while trying to push himself off the ground , while his legs are in the air and hands and head on the floor .|Брейк бүжиглэж буй эрэгтэй хөл нь агаарт, гар, толгой нь шалан дээр байх үед газраас өөрийгөө түлхэх гэж оролдож байна.
7258153438.jpg|0|Two workers in reflective vests are taking a break and sitting down .| Гэрэл цацруулагч хантааз өмссөн хоёр ажилчин завсарлага аваад сууж байна.
7258326556.jpg|0|A man is using a sledgehammer to hammer a ring onto a barrel .|Нэг хүн лантуу ашиглан торхон дээр бөгж цохиж байна.
7258741300.jpg|0|Girl on a street using a hula hoop , with three people in the background .|Гудамжинд байгаа охин, ар талд гурван хүн байгаа хула цагираг ашиглан .
7259436202.jpg|0|An elderly gentleman displays that he still has n't lost his knowledge of how to operate , with just a couple of horses and an old plow , free of automation .|Хөгшин настай ноён автоматжуулалтгүй хэдхэн морьтой, хуучин анжистай, хэрхэн ажиллах мэдлэгээ алдаагүй байгаа гэдгээ харуулж байна.
7260628852.jpg|0|Two men wearing traditional Finnish clothing dance while a woman , also wearing traditional Finnish clothing , watches and claps for them .|Уламжлалт Финландын хувцас өмссөн хоёр эрэгтэй бүжиглэж байхад эмэгтэй хүн Финландын үндэсний хувцас өмсөж, тэдэнд зориулж цаг зүүж, алга ташиж байна.
7261359916.jpg|0|Three guys in military clothing dig a hole in the desert with shovels .|Цэргийн хувцастай гурван залуу хүрз барин элсэн цөлд нүх ухаж байна .
7261544530.jpg|0|A man in a military uniform is sitting at a desk speaking into a walkie-talkie .|Цэргийн дүрэмт хувцас өмссөн эрэгтэй ширээний ард суугаад радиогоор ярьж байна.
7263168156.jpg|0|A man wearing army camouflage stands behind the steering wheel of the vehicle he is operating .|Армийн өнгөлөн далдлалт өмссөн эрэгтэй жолооны ард зогсож байна.
726414.jpg|0|A skydiver hangs from the undercarriage of an airplane or some sort of air gliding device .|Шүхрээр шумбагч онгоцны доод хэсэг эсвэл ямар нэгэн агаарын гулсалтын төхөөрөмжөөс дүүжлэв.
7265523810.jpg|0|A guitarist performs during a concert along with his band mate , on bass guitar .|Гитарчин хамтлагийнхаа андын хамт тоглолтын үеэр басс гитар дээр тоглож байна.
72686467.jpg|0|A family of three stands in their kitchen helping each other get the dishes done .|Гурван хүнтэй гэр бүл гал тогоондоо бие биедээ аяга тавгаа угаахад тусалж байна.
7271256962.jpg|0|A woman running in a purple shirt pushes a stroller with her child in it on a sidewalk with neatly cut grass on either side .|Нил ягаан өнгийн цамцтай гүйж буй эмэгтэй хоёр талдаа нямбай зүссэн өвстэй явган хүний зам дээр хүүхэдтэйгээ тэргийг түлхэж байна.
7271916272.jpg|0|A foreign person walks with a material down a walkway heading through a residential area of a foreign country that is not recognizable through the photo .|Гадаад хүн гадаад улсын хүн амын суурьшлын бүсээр дамжин өнгөрч буй гэрэл зургаар танигдахааргүй материалтай алхаж байна.
7272041042.jpg|0|Three men smile at the camera surrounded by a pile of green and yellow fruits .|Гурван эр ногоон, шар өнгийн жимсээр хүрээлэгдсэн камер руу инээмсэглэж байна.
