image_name|comment_number|comment|corrected_comment
353180303.jpg|0|A showgirl , holding lipstick in her hand , and wearing a feather headdress , looks in a mirror .|Гартаа уруулын будаг бариад өдтэй толгойн гоёл зүүсэн шоучин толинд харж байна.
3531811969.jpg|0|The young man is performing a summersault in the air with a bicycle .|Залуу унадаг дугуйтай агаарт зуны гүйлт хийж байна.
3532028205.jpg|0|Hockey player in red hockey shirt with white and blue accents wearing a blue helmet on the ice .|Мөсөн дээр цэнхэр дуулга өмссөн цагаан, цэнхэр өнгийн аялгуу бүхий улаан хоккейн цамцтай хоккейчин.
3532098999.jpg|0|Two dogs are running around in a fenced in area .|Хоёр нохой хашаанд гүйж байна.
3532192208.jpg|0|The man in the t-shirt , with a gold chain around his neck , is in a room with three others people .|Хүзүүндээ алтан гинж зүүсэн подволк өмссөн хүн өөр гурван хүний хамт өрөөнд байна.
3532194771.jpg|0|A person walks into the water carrying a white surfboard .|Хүн цагаан сэлэлтийн самбар бариад ус руу алхаж байна.
3532200762.jpg|0|A person in a white hoodie is running down the beach on the sand barefoot .|Цагаан юүдэнтэй хүн элсэн дээгүүр хөл нүцгэн гүйж байна.
3532205154.jpg|0|A man with a shocked expression on his face is holding a beaded necklace that is around a woman 's neck .|Гочирдсон царайтай эрэгтэй эмэгтэйн хүзүүнд зүүлт зүүсэн байна.
3532412342.jpg|0|Boy crouched and gesturing with hands , inside of a tire .|Хүү бөхийж дугуйн дотор гараа дохиж байна.
3532457245.jpg|0|A large group of people consisting of over 100 , are packed closely together with palm trees and a building in a close distant .|100 гаруй хүнээс бүрдсэн томоохон бүлэг хүмүүс далдуу мод, хол зайд байрлах барилга байгууламжтай нягт нөмөр нөөлөгтэй байна.
3532476966.jpg|0|At an outdoor market , a small group of people stoop to buy potatoes from a street vendor , who has his goods laid out on the ground .|Гадна зах дээр жижиг хэсэг хүмүүс бараагаа газар хэвтүүлсэн гудамжны худалдагчаас төмс авахаар бөхийж байна.
