image_name|comment_number|comment|corrected_comment
3084149186.jpg|0|a free climber is hanging from a rock whilst being watched by a man in a green t-shirt .|Чөлөөт уулчин хадан дээрээс дүүжлэгдэж байх хооронд ногоон цамцтай хүн харагдана.
308428122.jpg|0|These people with green and blue uniforms are watching something on a computer .|Энэ ногоон, цэнхэр дүрэмт хувцастай хүмүүс компьютер дээр юм үзэж байна.
3084380974.jpg|0|A surfer in a full body wetsuit in the ocean with a white surfboard .|Бүтэн биетэй усны хувцастай, цагаан усан онгоцтой далайд .
3084472304.jpg|0|A clean up crew working on a accident in the street .|Гудамжинд гарсан осолд цэвэрлэгээ хийж байгаа баг .
3084472444.jpg|0|Two people wearing orange coveralls are cleaning the street from garbage .|Улбар шар өнгийн комбинезон өмссөн хоёр хүн гудамжийг хогноос цэвэрлэж байна.
308452930.jpg|0|Several children are playing in the snow near houses with mountains in the background .|Цаана уултай байшингийн ойролцоо хэдэн хүүхэд цасан дээр тоглож байна.
3084711346.jpg|0|Two people wearing handkerchiefs over their faces , one with a blow horn|Нүүрэндээ алчуур зүүсэн хоёр хүн, нэг нь үлээх эвэртэй
3084731832.jpg|0|The dog is in the snow in front of some trees .|Нохой зарим модны урд цасанд суусан байна .
3084749225.jpg|0|People are gathering around a truck , while a man in a brown hooded sweater is handing off a plastic bag to a man in a black sweater and baseball cap .|Хүмүүс ачааны машин тойрон цугларч байхад бор юүдэнтэй цамц өмссөн хүн хар цамц, бейсболын малгай өмссөн хүнд гялгар уут өгч байна.
3084752813.jpg|0|Three women taking food items given to them from a man in a blue jacket from the back of a truck .|Гурван эмэгтэй ачааны машины араас хөх хүрэмтэй эрэгтэйгээс өгсөн хүнсний зүйлээ авч байна.
3084753195.jpg|0|Five men assisting with the loading of a truck while three women observe .|Таван эрэгтэй машин ачихад тусалж байхад гурван эмэгтэй ажиглаж байна.
308487515.jpg|0|A tan bird stands on a ledge about to eat something .|Ямар нэгэн зүйл идэх гэж бор шувууд дэнж дээр зогсож байна.
3085017634.jpg|0|Four boys are playing hockey in rollerskates while wearing blue and white safety gear .|Дөрвөн хүү хөх, цагаан хамгаалалтын хэрэгсэл өмсөж дугуйт тэшүүрээр хоккей тоглож байна.
3085226474.jpg|0|Women who look alike are performing on a stage .|Ижил төстэй эмэгтэйчүүд тайзан дээр тоглож байна.
3085331893.jpg|0|Two basketball players laying on the floor of a basketball court with other players surrounding them .|Сагсан бөмбөгийн талбайн шалан дээр хэвтэж буй хоёр сагсан бөмбөгчин бусад тоглогчдын хамт тэднийг хүрээлж байна.
