image_name|comment_number|comment|corrected_comment
283214657.jpg|0|A man sitting on a pile of blankets with a man in suspenders standing in front of him facing away from the camera .|Овоолсон хөнжил дээр сууж буй эрэгтэй, түүний урд зогсоод, камерын өөдөөс харсан өлгүүртэй эрэгтэй .
283221274.jpg|0|A guy dressed in jeans , a white t-shirt and brown hat is jumping over another guy who is riding a skateboard along a sidewalk in a shopping district .|Жинсэн өмд, цагаан цамц, бор малгай өмссөн залуу худалдааны дүүрэгт явган хүний замаар скейтборд унаж явсан өөр залууг үсэрч байна.
2832453252.jpg|0|Young girls in bathing suits playing in the knee deep water beyond the blue railing .|Усны хувцастай залуу охид цэнхэр хашлагын цаана өвдөгний гүн усанд тоглож байна.
2832487464.jpg|0|A dog is jumping over a series of colored gates .|Нохой өнгөт хаалганы дээгүүр үсэрч байна.
283252248.jpg|0|A woman dressed as a clown tries to get the attention of three disinterested strangers as they all sit on a bench in an outside shopping mall .|Алиалагчийн хувцас өмссөн эмэгтэй гурван үл таних залуугийн гадаа худалдааны төвийн сандал дээр сууж байхад нь тэдний анхаарлыг татахыг оролдож байна.
2832594839.jpg|0|An adult and a kid are both wearing yellow shirts and the child is putting glue on a piece of paper .|Насанд хүрсэн хүн, хүүхэд хоёр шар цамц өмсөж, хүүхэд цаасан дээр цавуу нааж байна.
2832610852.jpg|0|A man with a gray hair and wearing glasses is getting ready to shave a gray-haired man .|Саарал үстэй, нүдний шил зүүсэн эр буурал үсийг хусахаар бэлдэж байна.
2832613782.jpg|0|Man in olive shirt chiseling away at large stone in a workshop .|Чидун жимсний цамцтай хүн цехийн том чулууг цүүцэж байна.
2832654970.jpg|0|A young Asian boy is mopping the floors near a yellow curtain .|Ази залуу шар хөшигний дэргэд шал угааж байна.
2832747707.jpg|0|A guy wearing a red coat , white jodhpurs and black boots jumps his gray horse over poles during a steeplechase competition .|Улаан пальто, цагаан жодпур, хар гутал өмссөн залуу саарал морио шон дээгүүр харайлгаж байна.
2832978253.jpg|0|A person in a white and red shirt and green backpack hiking on a mountain .|Цагаан улаан цамц, ногоон үүргэвчтэй хүн ууланд алхаж байна.
2833172038.jpg|0|A man in a white t-shirt is holding the ten of clubs in his right hand near his head and the remaining cards in his left hand .|Цагаан цамц өмссөн хүн баруун гартаа толгойнхоо ойролцоо арав, үлдсэн хөзрийг зүүн гартаа барьж байна.
2833431496.jpg|0|A boy and a girl are bending under a fence to look over a ledge .|Хөвгүүн, охин хоёр хашааны доор бөхийж, довжоон дээгүүр харж байна.
2833502675.jpg|0|A man with brown hair and a green shirt is playing a trumpet .|Хүрэн үстэй, ногоон цамцтай эр бүрээ тоглож байна.
