image_name|comment_number|comment|corrected_comment
8018752014.jpg|0|An older food vendor , in a white embroidered shirt , maroon vest and checked apron , is sitting , leaning forward , with her elbows on her knees and her hands clasped , behind her foodstuffs .|Цагаан хатгамал цамц, хүрэн улаан хантааз, шалан хормогч өмссөн хуучин хүнсний худалдагч тохойгоо өвдгөөрөө бөхийлгөж, гараа атгаж, хоолныхоо ард сууж байна.
8018915471.jpg|0|Three individuals are riding bikes down a steep slope in what seems to be a race .|Уралдаанд гурван хүн эгц энгэр уруу дугуй унаж байна.
8019420543.jpg|0|A defensive football player from Wisconsin almost sacking the UTEP quarterback before he got rid of the ball .|Висконсин мужийн хамгаалагч хөлбөмбөгчин бөмбөгнөөс салахаас өмнө UTEP-ийн хамгаалагчийг халах шахсан.
8022825509.jpg|0|A woman in black athletic gear and a blue helmet tries to move past another woman in similar gear and a black helmet with a referee on each side of them|Хар өнгийн спортын хувцастай, цэнхэр дуулгатай эмэгтэй ижил хувцастай, хоёр талдаа шүүгчтэй хар дуулгатай өөр эмэгтэйн хажуугаар өнгөрөхийг оролдож байна.
8025522249.jpg|0|One man playing a trumpet , another playing a saxophone , and a third man playing the keyboard at a performance .|Тоглолт дээр нэг хүн бүрээ тоглож, нөгөө хүн саксофон тоглож, гурав дахь хүн гар тоглож байна.
8025717431.jpg|0|A youth soccer game , with one girl primarily in black and the other in yellow , is contested on a grass field .|Өсвөр үеийнхний хөл бөмбөгийн тэмцээн нэг охин голдуу хар, нөгөө нь шар хувцастай, зүлгэн талбайд өрсөлдөж байна.
802594049.jpg|0|A man with a beard and a navy blue backwards baseball cap stares intently at something in the distance .|Сахалтай, хар хөх өнгийн бэйсболын малгайтай эр алсад байгаа зүйлийг анхааралтай ширтэж байна.
80282277.jpg|0|A young female dancer , wearing a pink top and pants , with her hair pulled behind her in a long ponytail , executes a step with one raised leg bent at the knee , and both arms extended and bent at the wrist , while two young people sit on folding chairs and watch .|Ягаан цамц, өмд өмссөн, үсээ урт гэзэг болгож ардаа барьсан бүжигчин бүсгүй нэг хөлөө өвдгөөрөө бөхийлгөж, хоёр гараа сунгаж бугуйгаа нугалан алхаа гүйцэтгэж байна. , хоёр залуу эвхэгддэг сандал дээр суугаад харж байхад .
8029536.jpg|0|baby wearing blue and red suit kneeling next to vending machine|Цэнхэр, улаан хослол өмссөн хүүхэд автомат машины дэргэд өвдөг сөгдөн сууж байна
8030378528.jpg|0|Several men on bicycles pass a group of spectators , many of which are cheering for Great Britain .|Унадаг дугуйтай хэдэн эрэгтэй үзэгчдийн хажуугаар өнгөрч, тэдний ихэнх нь Их Британийг дэмжиж байна.
