image_name|comment_number|comment|corrected_comment
543712974.jpg|0|A boy looking up into the direction of the camera standing on a balcony in a city , with a Borders in the distance and a Corona box in the corner behind the boy .|Хотын тагтан дээр зогсож буй камерын зүг дээш харж буй хүү холын зайд Хил, хүүгийн ард буланд Корона хайрцагтай байв.
543797471.jpg|0|A young man waits on the steps of a stationary trolley in Berlin .|Берлин хотод нэгэн залуу суурин тэргэнцэрийн шатан дээр хүлээж байна.
5438152388.jpg|0|A scene at the monster truck rally with a vehicle in the air with over sized tires and a crowd of people in the seats in the background .|Агаарт том оврын дугуйтай тээврийн хэрэгсэл, ард нь суудал дээр бөөгнөрсөн хүмүүс байгаа мангас ачааны машины жагсаалын дүр зураг.
543875752.jpg|0|man in gray jacket with another hand holding a makeup brush near his face .|Саарал хүрэмтэй эрэгтэй, өөр гараараа нүүрэндээ будгийн багс барьсан .
543940240.jpg|0|Children are jumping up and down inside a caged trampoline beside a building .|Барилгын дэргэдэх тортой трамплин дотор хүүхдүүд дээш доош үсэрч байна.
5440115287.jpg|0|two people ( man and woman in their late twenties or early thirties ) on stage with a synthesizer and microphone .|Синтезатор, микрофонтой тайзан дээр хоёр хүн (хориод нас, гуч гаруй насны эрэгтэй, эмэгтэй хүмүүс) .
544039045.jpg|0|A shirtless man stands on a rooftop while pulling at the corner of it .|Цамцгүй эр дээвэр дээр зогсож байгаад дээвэрийн булангаас татаж байна.
544039061.jpg|0|Two men labor amid ladders , lumber and tools at replacing a roof to what appears to be a room added to a suburban home .|Хотын захын байшинд нэмж өгсөн өрөөний дээврийг солих гэж хоёр хүн шат, модон материал, багаж хэрэгсэл дунд ажиллаж байна.
544046588.jpg|0|a shirtless man with long hair holds wooden sticks and his shirt next to a cement staircase .|Цамцгүй урт үстэй эрэгтэй модон саваа, цамцаа цементэн шатны хажууд барьдаг.
544122267.jpg|0|A girl sings on the swing set in the park , behind the leaves of the tree .|Модны навчны ард, цэцэрлэгт хүрээлэнгийн савлуур дээр охин дуулдаг.
5441246798.jpg|0|A local man is crouched on the ground next to some fresh fruit that his has just cut open with the knife in his hand .|Нутгийн нэгэн залуу дөнгөж зүссэн шинэхэн жимснийхээ хажууд гартаа хутгаа барин тонгойн хэвтэж байна.
5441315625.jpg|0|Two monks in traditional orange robes are descending a staircase .|Уламжлалт улбар шар дээлтэй хоёр лам шатаар бууж байна.
544149309.jpg|0|A middle-aged white male with blue jeans , black gloves , no shirt and a hat is working on a roof .|Цэнхэр жинсэн өмд, хар бээлий, цамцгүй, малгай өмссөн дунд насны цагаан эрэгтэй дээвэр дээр ажиллаж байна.
5441804056.jpg|0|There are several people but three in particular , coming from a shopping center with boxes and plants in their carts .|Худалдааны төвөөс тэргэнцэртээ ургамлууд, хайрцагтай ирж байгаа хэд хэдэн хүн байгаа.
5442112383.jpg|0|Female toddler in a pink dress , scarf and headband presses her hand against and looks through a plate glass window why holding a toy and sucking on a pacifier .|Ягаан даашинз, ороолт, толгойн боолттой хөлд орж буй хүүхэн гараа нааж, аяга тавагны шилэн цонхоор яагаад тоглоом барьж, хөхөө хөхөж байгааг харав.
544257613.jpg|0|A man making a funny face towards the camera using wide eyes and a large smile .|Нүд томрон, том инээмсэглэлээр камер руу инээдтэй царай гаргаж буй эрэгтэй .
544301311.jpg|0|Two women with white head garb and long dresses sitting in front of a door on steps reading and drinking a beverage .|Цагаан толгойтой, урт даашинзтай хоёр эмэгтэй шатан дээр сууж, ундаа ууж байна.
5444535493.jpg|0|Three backpackers , one in the foreground and two in the background , hike in the wilderness during a snowstorm .|Гурван үүргэвчтэй аялагч, нэг нь урд, хоёр нь ард талд, цасан шуурганы үеэр аглаг буйдад алхаж байна.
5444724.jpg|0|A man wearing a pilot uniform is bending over towards a suitcase outside of a set of steps leading into a plane .|Нисгэгчийн дүрэмт хувцас өмссөн эрэгтэй онгоц руу орох шатнаас гадуур чемодан руу бөхийж байна.
5445317867.jpg|0|A bicycle event with a rider rising above a crown of onlookers , dressed in a yellow , white and black outfit with a blue and white helmet .|Цэнхэр, цагаан дуулгатай шар, цагаан, хар өнгийн хувцас өмссөн, үзэгчдийн титмийн дээгүүр гарч буй дугуйчинтай унадаг дугуйн арга хэмжээ.
5445530361.jpg|0|Two men , one rowing and one sitting , in a canoe surrounded by a body of water .|Усаар хүрээлэгдсэн сэлүүрт завины нэг нь сэлүүрт, нөгөө нь сууж буй хоёр эрэгтэй .
544576742.jpg|0|The woman is holding onto a huge rock and has red string around her .|Эмэгтэй асар том чулуун дээр барьчихсан, улаан утастай.
5446041790.jpg|0|A man and a woman are dancing , the woman is on top of the man 's shoulder and the man looks about ready to helicopter the woman .|Эрэгтэй, эмэгтэй хоёр бүжиглэж, эмэгтэй нь эрэгтэйн мөрөн дээр байх бөгөөд эрэгтэй нь эмэгтэйг нисдэг тэргээр нисэхэд бэлэн харагдаж байна.
5446138396.jpg|0|Two elderly middle-eastern women are sitting down and selling vegetables outdoors .|Дундад нутгийн хоёр өндөр настай эмэгтэй гадаа ногоо зарж суугаад байна.
5446415631.jpg|0|A person in a red jacket is crossing a snow covered bridge over the cold river in the forest .|Улаан хүрэмтэй хүн ойн хүйтэн гол дээгүүр цастай гүүрээр гарч байна.
5447361965.jpg|0|A man carrying several coats is with three children and they are looking at what looks to be a painting of trees and a mountain .|Хэд хэдэн пальто барьсан хүн гурван хүүхэдтэй байх бөгөөд тэд мод, уулын зураг байх шиг харагдаж байна.
544764927.jpg|0|An Asian woman , and a black male , walking past the stairs to the subway .|Ази эмэгтэй, хар эрэгтэй хоёр метроны шатаар алхаж байна.
5447755663.jpg|0|A bearded man standing across two ladders in an attic access door has a horrified expression on his face .|Мансарда руу орох хаалган дээр хоёр шат дамнан зогсож буй сахалтай эр аймшигт царайтай байна.
5447844412.jpg|0|Five people outside in the river working with their nets to catch fish .|Гадаа голын усанд таван хүн тортойгоо загас барьж байна.
54501196.jpg|0|A backpacker points to the snowcapped mountains as he stands on a rocky plain .|Үүргэвчтэй аялагч хадтай тал дээр зогсохдоо цаст уулс руу зааж байна.
5450688421.jpg|0|Two soldiers at an event center are watching a woman in a red shirt do push ups while another soldier leans over here .|Event center-ийн хоёр цэрэг улаан цамцтай эмэгтэйг түлхэж байхад өөр нэг цэрэг энд тонгойж байгааг харж байна.
5451473560.jpg|0|A girl wearing a red and black jacket is sledding through the snow .|Улаан хар хүрэм өмссөн охин цасан дундуур чаргаар гулгаж байна.
5452434213.jpg|0|A small boy with an orange jacket digs in the sand in next to a flag .|Улбар шар хүрэмтэй бяцхан хүү тугны дэргэд элс ухаж байна.
5453323381.jpg|0|Three men and a child all on a carnival ride in an orange seat .|Багт наадамд оролцож буй гурван эрэгтэй, нэг хүүхэд улбар шар өнгийн суудалд сууж байна.
5453806694.jpg|0|People in full riot gear running through a barricaded street led by two people on horseback while a seated crowd watches .|Суусан олон хүн ажиглаж байхад морь унасан хоёр хүнээр удирдуулсан хашлагатай гудамжаар дүүрэн зэвсэгтэй хүмүүс гүйж байна.
5453936030.jpg|0|Two children , one older and one younger , are sitting on black and white pillows , and the older child is wearing a gray shirt while the younger child is wearing a white shirt .|Хүүхэд нэг том, нэг нь бага хоёр хүүхэд хар цагаан дэрэн дээр сууж, том хүүхэд саарал цамц, бага хүүхэд цагаан цамц өмссөн байна.
5454221964.jpg|0|A ballet dancer dressed in a white outfit with tights , beige or orange toe shoes , and a pink skirt holds on to a barrier of ornamental metal that decorates a very old stone building , and she adopts a pensive pose as she looks to her left .|Трико, шаргал эсвэл улбар шар өнгийн гуталтай, ягаан банзал бүхий цагаан хувцас өмссөн балетчин маш эртний чулуун барилгыг чимэглэсэн гоёл чимэглэлийн металл хашлагад наалдаж, сэтгэн бодохуйц дүр төрхийг авчээ. тэр зүүн тийшээ хардаг.
5455437647.jpg|0|Three children , between the ages of 6 and 9 , are on a ledge holding plants over the edge on a sunny day .|Нарлаг өдөр 6-9 насны гурван хүүхэд эрэг дээр ургамал бариад зогсож байна.
5455501634.jpg|0|A crowd of people , some standing by a river , some in the river with old buildings in the background .|Бүтэн олон хүмүүс, зарим нь голын эрэг дээр, зарим нь голын эрэг дээр, цаана нь хуучин барилгууд.
5455508814.jpg|0|Seven women stand and sit around a waters edge and one of them women sitting in the middle with her bare feet in the water drinks from a water bottle .|Долоон эмэгтэй усны ирмэгийг тойрон зогсоод сууж байгаа бөгөөд тэдний дунд хөл нүцгэн суусан эмэгтэйн нэг нь савнаас ус ууж байна.
5455524571.jpg|0|A young male who appears to be in his late 20 's or early 30 's is smiling while about to bite into a sandwich .|20 нас 30 гарсан бололтой залуу хачиртай талх хазах гэж байхад инээмсэглэж байна .
5456046008.jpg|0|This little girl , her blond-hair held back by a red band , sticks her tongue out playfully at the camera .|Шаргал үсээ улаан туузаар барьсан энэ бяцхан охин камер руу хэлээ гарган шоглож байна.
5456725416.jpg|0|Three young girls in uniforms stand in front of a whiteboard looking at one another with one girl holding her arm out to another girl while another girl sits in her uniform in front of classroom posters and maps .|Дүрт хувцастай гурван залуу охин самбарын өмнө зогсож, нэг охин нөгөө охин руу гараа сунгаж, нөгөө охин ангийн зурагт хуудас, газрын зургийн өмнө дүрэмт хувцастайгаа сууж байна.
5456862756.jpg|0|A woman soaks her feet in a natural pool in a landscape of rocks , with green covered tents in the background .|Байгалийн усан санд хөлөө дэвтээсэн эмэгтэй хадны ландшафт, цаана нь ногоон бүрхэгдсэн майхнууд.
5457465605.jpg|0|A group of young Asian men who are sans shirts and wearing identical black and white plaid pants with red belts are dancing and waving their arms in the air around a fire .|Цамцгүй, улаан бүстэй ижилхэн хар, цагаан дөрвөлжин өмд өмссөн Ази залуус галын эргэн тойронд бүжиглэн, гараа агаарт даллаж байна.
5457524393.jpg|0|A man in an orange shirt is sitting at a table and eating a french fry dipped in dressing with chopsticks .|Улбар шар өнгийн цамцтай эр ширээний ард суугаад савхаар боосон франц шарсан мах идэж байна.
5457524513.jpg|0|A woman in a purple shirt wearing sunglasses lays her head on her backpack .|Нарны шил зүүсэн ягаан цамцтай эмэгтэй үүргэвчиндээ толгойгоо тавив.
5457873764.jpg|0|A woman in a white sweatshirt and dark pants casts a fishing line into the lake .|Цагаан цамц, бараан өмд өмссөн эмэгтэй загас барих шугамыг нуур руу шидэж байна.
5458061796.jpg|0|About 20 dark complected men standing with their backs towards us raising both hands in the air .|20 орчим бараан арьстай эрчүүд бидэн рүү нуруугаа харуулан зогсоод хоёр гараа агаарт өргөж байна.
5459493511.jpg|0|A person wearing a white t-shirt and blue ball-cap sitting on a skateboard on a sidewalk in the mingling of shadows and sunlight .|Цагаан цамц, цэнхэр малгай өмссөн хүн сүүдэр, нарны гэрэл холилдон явган хүний зам дээр тэшүүр дээр сууж байна.
5460100066.jpg|0|A man wearing jeans , a white shirt , and sandals with a bandage around his left ankle is sitting on a skateboard .|Зүүн шагайгаа боолттой жинсэн өмд , цагаан цамц , сандаал өмссөн эрэгтэй скейтборд дээр сууж байна .
5460845581.jpg|0|A basketball player in white takes a jump shot while a blue defender jumps to block his shot while teammates watch in the background .|Цагаан хувцастай сагсан бөмбөгчин харайлтын шидэлт хийж байхад цэнхэр хамгаалагч түүний цохилтыг хааж, багийнхан нь ард нь харж байхад харайж байна.
5465722830.jpg|0|A lady wearing a hat and red shirt is staring at some ingredients in an outdoor market .|Малгай, улаан цамц өмссөн эмэгтэй гадаа зах дээр зарим орц найрлагыг ширтэж байна.
