image_name|comment_number|comment|corrected_comment
2033696343.jpg|0|A bike is parked against a window to a store called Winter Sport where inside some people sit next to a computer and an older woman stands in the background .|Winter Sport нэртэй дэлгүүрийн цонхны дэргэд дугуйгаа зогсоож, дотор нь зарим хүмүүс компьютерын дэргэд сууж, цаана нь өндөр настай эмэгтэй зогсож байна.
203390686.jpg|0|Two men prepare dinner next to a bottle of beer .|Хоёр эр лонх шар айрагны дэргэд оройн хоол бэлдэж байна.
2034553054.jpg|0|A child in period costume looking at a table with a bowl , cup , and a basket of apples .|Баярын хувцастай хүүхэд аяга, аяга, сагстай алимтай ширээ харж байна.
2034865941.jpg|0|A woman wearing a blue shirt and holding a baby looks down at a little girl wearing a lime green shirt and pink shoes .|Цэнхэр цамц өмсөж, нялх хүүхдээ тэвэрсэн эмэгтэй шохойн ногоон цамц, ягаан гутал өмссөн бяцхан охин руу харж байна.
2034882405.jpg|0|A group of African boys of different ages tending to their cattle , with bushes in the background and small wagon in the center of the picture .|Зургийн ард талд бут сөөг, голд жижиг тэрэгтэй, янз бүрийн насны Африк хөвгүүд малаа хариулж байна.
20354191.jpg|0|I am sure his eyeglasses helped him make sure his grilled pieces of meat were cooked thoroughly while he enjoyed being surrounded by the wilderness .|Түүний нүдний шил нь түүнд шарсан махаа сайтар чанаж бэлтгэхэд тусалсан гэдэгт би итгэлтэй байна.
2035511078.jpg|0|Two older women and a child all wearing white dresses with patterned designs sit in chairs in front of a treeline .|Хээтэй цагаан даашинз өмссөн хоёр настай эмэгтэй, хүүхэд хоёр модны урд талын сандал дээр сууж байна.
2035902801.jpg|0|Three younger males riding in city transportation passing brick buildings on their right side .|Хотын тээврийн хэрэгслээр зорчиж буй гурван залуу эрэгтэй баруун талдаа тоосгон барилгуудын хажуугаар өнгөрч байна.
2036080069.jpg|0|Two military woman stand on the side of the road in blue uniforms and white hats , looking at something in the distance .|Цэнхэр дүрэмт хувцас, цагаан малгай өмссөн хоёр цэргийн эмэгтэй замын хажууд алсын ямар нэгэн зүйлийг харан зогсоно.
2036181263.jpg|0|Two children stand atop a dirt mound in front of several cardboard boxes , a yellow backhoe is pictured to the left and a blue dump-truck is parked in the background .|Хэд хэдэн цаасан хайрцагны өмнө шороон овоолго дээр хоёр хүүхэд зогсож, зүүн талд нь шар ухагч машин, цаана нь цэнхэр самосвал зогсож байна.
2036407732.jpg|0|Five hikers traverse a dry , scrubby plain towards snowy peaks in the background .|Таван явган аялагч цаст оргил руу хуурай, бутлаг тал газрыг туулж байна.
203701114.jpg|0|A group of black boys hold different colored balloon animals .|Хэсэг хар хөвгүүд янз бүрийн өнгийн бөмбөлөг амьтдыг барьжээ.
