image_name|comment_number|comment|corrected_comment
331277641.jpg|0|A man with a black coat , blue jeans , and sneakers is standing next to a blue wall with writing on it .|Хар пальто, цэнхэр жинсэн өмд, пүүз өмссөн эр цэнхэр хананы хажууд бичээстэй зогсож байна.
3312779887.jpg|0|A snowboarder hangs upside down from his board during a maneuver in front of a crowd of people .|Сноубордчин олон хүмүүсийн өмнө маневр хийж байхдаа самбараасаа доош унжсан байна.
3313188616.jpg|0|2 tourists are being photographed in front of a tourist attraction .|2 жуулчны аялал жуулчлалын газрын өмнө зургаа авахуулж байна .
3313232606.jpg|0|A team of soccer players in white strips are running around cones on a sports field .|Цагаан тууз өмссөн хөл бөмбөгчдийн баг спортын талбайн боргоцойг тойрон гүйж байна.
3313237692.jpg|0|A girl with a blue shirt and a girl with a striped shirt stand next to a girl with a green shirt sitting in a chair .|Цэнхэр цамцтай охин, судалтай цамцтай охин хоёр сандал дээр сууж буй ногоон цамцтай охины хажууд зогсож байна.
331331911.jpg|0|A scientist with a checkered shirt on is looking into a microscope to learn more about the world .|Алаг цамц өмссөн эрдэмтэн ертөнцийн талаар илүү ихийг мэдэхийн тулд микроскопоор харж байна.
3313620862.jpg|0|The kid is showing off on his skateboard in front of a large crowd .|Хүүхэд олны өмнө скейтборд дээрээ гайхуулж байна.
3313691449.jpg|0|A group of young men in colorful shirts with their number on them walk down a street .|Дугаар нь бичигдсэн өнгө өнгийн цамц өмссөн хэсэг залуус гудамжаар алхаж байна.
3313869283.jpg|0|Many young people sit at tables in a room , talking among themselves , while one particular young man in a purple jacket gestures with a piece of paper at a girl in a yellow shirt and black jacket .|Олон залуус нэг өрөөнд ширээний ард суугаад хоорондоо ярилцаж байхад нил ягаан хүрэмтэй нэг залуу шар цамц, хар хүрэмтэй охин руу цаас барин дохиж байна.
3314180199.jpg|0|A child in a red and black striped shirt plays with a yellow ball on a wooden deck .|Улаан хар судалтай цамцтай хүүхэд модон тавцан дээр шар бөмбөгөөр тоглож байна.
3314311861.jpg|0|An alternatively dressed woman stands on a small wooden platform with an accordion and watches another creatively dressed woman play the violin with various other people on the street behind them .|Хувцаслалт өмссөн эмэгтэй жижиг модон тавцан дээр баян хууртай зогсоод ард нь гудамжинд янз бүрийн хүмүүстэй хийл тоглож байхыг бүтээлчээр хувцасласан өөр нэг эмэгтэй харж байна.
33143662.jpg|0|Man in white t-shirt giving speech to a group of men .|Цагаан цамцтай эр хэсэг эрчүүдэд үг хэлж байна.
33143954.jpg|0|A man in a T-shirt that says GNU is at the front of the room in front of a group of people sitting .|GNU гэж бичсэн подволк өмссөн эрэгтэй өрөөний урд хэсэг хүмүүсийн өмнө сууж байна.
3314517351.jpg|0|A man jumps over a wave while riding a surfboard .|Сэрфинг хөлөглөж байхдаа давалгаа дээгүүр харайж байна.
3314788599.jpg|0|One girl is standing with her back towards us , with another girl sitting down next to her , both looking out toward the water .|Нэг охин бидэн рүү нуруугаа харуулан зогсож байгаа бөгөөд өөр охин хажууд нь суугаад хоёулаа ус руу харж байна.
3314850981.jpg|0|An obese male in a blue business shirt and dark pants , walking past a vending machine in a strip mall .|Цэнхэр ажил хэрэгч цамц, бараан өмд өмссөн тарган эрэгтэй стриптиз худалдааны төвд автомат машины хажуугаар алхаж байна.
3314900697.jpg|0|The bull is running with a yellow fence behind him .|Бух ардаа шар хашаа бариад гүйж байна .
3315033940.jpg|0|Two people drive a small motor boat on choppy water .|Хоёр хүн усан дээр жижиг моторт завь жолоодож байна.
3315110972.jpg|0|a white crane flying through the air over some water .|Усан дээгүүр агаарт нисч буй цагаан тогоруу .
3315250232.jpg|0|a young girl wearing a black shirt and blue jeans running through the grass .|Хар цамц, цэнхэр жинсэн өмд өмссөн залуу охин өвсөн дундуур гүйж байна.
3315323307.jpg|0|A brown dog walking on a snowy surface near snow covered trees .|Цастай модны дэргэд цасан гадаргуу дээр алхаж буй бор нохой .
3315353266.jpg|0|A man in a purple suit is standing by a purple case playing a guitar .|Нил ягаан өнгийн хувцастай эр гитар тоглож буй нил ягаан өнгийн хайрцагны дэргэд зогсож байна.
3315470634.jpg|0|A woman in a black coat in an elementary school classroom is attending to a young girl sitting at her desk .|Бага сургуулийн ангид хар пальто өмссөн эмэгтэй ширээний ард сууж буй залуу охиныг харж байна.
331557517.jpg|0|A young oriental woman wearing jeans , a blue jacket and white shirt is standing at a beach holding a camera or cellphone while shielding the sun from her eyes with one hand .|Жинс, цэнхэр хүрэм, цагаан цамц өмссөн дорно дахины залуу эмэгтэй наран шарлагын газар нэг гараараа нарны туяаг нүднээсээ хамгаалж, камер эсвэл гар утас барин зогсож байна.
3315616181.jpg|0|A man in a green shirt is climbing an obstacle course .|Ногоон цамцтай хүн саадтай зам руу авирч байна.
3315726723.jpg|0|Two wrestlers grab each other by the arms ; a referee is standing by in the background .|Хоёр бөх бие биенийхээ гарыг атгаж ; цаана нь шүүгч зогсож байна.
331597537.jpg|0|Three children , one girl and two boys are in the bathing suits at a beach in the sand , with a wave crashing behind them and at least one ship in the distance .|Гурван хүүхэд, нэг охин, хоёр хүү усны хувцастай элсэн эрэг дээр, араас нь давалгаа цохиж, дор хаяж нэг хөлөг онгоц зайд байна.
3316045142.jpg|0|Before a couple orders their food in a restaurant , they decide to clown around for the other couple sitting with them .|Хосууд зоогийн газарт хоолоо захиалахын өмнө хамт сууж буй бусад хосын төлөө алиалагч хийхээр шийджээ.
3316046339.jpg|0|A person with a helmet is jumping a bike over something in a wooded area .|Дуулгатай хүн модтой газар ямар нэгэн зүйл дээгүүр дугуй үсэрч байна.
3316120400.jpg|0|A man is passionately playing the cello in within a larger orchestra .|Том найрал хөгжимд нэгэн эр морин хуур тоглож байна.
3316314002.jpg|0|An Asian lady weaves beautiful fabrics together outside her storefront selling her pre-made pieces .|Ази бүсгүй дэлгүүрийнхээ үүдний гадаа гоёмсог даавуу нэхэж, бэлэн хувцаснуудаа зарж байна.
