image_name|comment_number|comment|corrected_comment
2199250692.jpg|0|A man is pulling a cart on wheels loaded with nets and is in front of the Ocean Blue Company .|Далайн хөх компанийн урд талд тор ачсан дугуйтай тэргэнцэр чирж буй эрэгтэй .
2199710546.jpg|0|A DJ standing under some bright lights with an advertisement .|Джей рекламны хамт тод гэрлийн доор зогсож байна.
2199721922.jpg|0|A lady in green shorts on a beach clapping her hands above her head while observing a band .|Далайн эрэг дээрх ногоон шорт өмссөн эмэгтэй хамтлагийн тоглолт үзэж байхдаа алгаа толгой дээрээ ташив.
2199793371.jpg|0|A brown and white dog plays with a soccer ball on snowy ground .|Хүрэн цагаан нохой цастай газар хөл бөмбөгийн бөмбөгөөр тоглож байна.
2199932695.jpg|0|A small child wearing the colors of the American flag is shoveling snow from the front steps .|Америкийн төрийн далбааны өнгө өмссөн бяцхан хүүхэд урд талын шатан дээрээс цас хүрзэлж байна.
2200070339.jpg|0|A child in red and white striped pajamas is standing and holding her arms up .|Улаан цагаан судалтай унтлагын хувцастай хүүхэд гараа өргөөд зогсож байна.
220028982.jpg|0|A lady in a red shirt is with a child in a blue shirt at a playground .|Улаан цамцтай эмэгтэй цэнхэр цамцтай хүүхэдтэй тоглоомын талбай дээр байна.
2200337743.jpg|0|A white man playing an acoustic guitar with another person .|Өөр хүнтэй акустик гитар тоглож буй цагаан арьст эр .
2200338547.jpg|0|A bearded man in with a ukulele vocalizes against the background of a clear blue sky .|Укулеле өмссөн сахалтай эр цэлмэг хөх тэнгэрийн дэвсгэр дээр дуу алдаж байна.
2200688503.jpg|0|Eight people are sitting at a table posing for a group picture .|Найман хүн ширээний ард сууж хамтдаа зургаа татуулж байна.
2200875336.jpg|0|Three ladies are performing a concert on a stage decorated with two big , artistic face drawings that look like suns behind them while three fans gather at center stage .|Ард нь нар шиг харагдах хоёр том, уран сайхны царайны зургаар чимэглэсэн тайзан дээр гурван фен нь төв тайзан дээр цугларч байхад гурван бүсгүй тоглолт хийж байна.
2200901777.jpg|0|A young woman with light brown hair wearing a red beaded neclace , a Gonzaga sweatshirt and earrings stands smiling .|Улаан сувдтай зүүлт, Гонзага цамц, ээмэг зүүсэн цайвар хүрэн үстэй залуу бүсгүй инээмсэглэн зогсож байна.
2201050079.jpg|0|A man dressed in orange looking down one of those holes in the street .|Улбар шар өнгийн хувцастай эр гудамжны нүхнүүдийн нэгийг харж байна.
2201122447.jpg|0|Three photographers with their cameras and tripods set up indoors in a high-traffic area .|Гурван гэрэл зурагчин хөл хөдөлгөөн ихтэй газарт камер, триподтой гэрт байрлуулжээ.
2201136364.jpg|0|A bearded , glasses-wearing man in a turquoise shirt is playing the acoustic guitar .|Сахалтай, нүдний шил зүүсэн оюу цамц өмссөн эр акустик гитар тоглож байна.
2201192417.jpg|0|Boy wearing a green and white soccer uniform running through the grass .|Ногоон цагаан хөл бөмбөгийн дүрэмт хувцас өмссөн хүү өвсөн дундуур гүйж байна.
2201202388.jpg|0|A young guy is brushing his teeth with no shirt standing in front of a mirror wearing his goggles .|Нүдний шилээ зүүсэн толины өмнө зогсож буй цамцгүй залуу шүдээ угааж байна.
2201222219.jpg|0|Young barefoot boy playing a guitar setting in a large muti colored chair with a picture of three pigs beside him .|Хөл нүцгэн хүүхэд хажуудаа гурван гахайн зурагтай том мути сандал дээр гитар тоглож байна.
